id	utterance	context	targetValue
ns-70	how many design variations have an electrical system of at least 110 v?	csv/204-csv/131.csv	6
ns-71	during which game was the least amount of points scored by the home team?	csv/204-csv/219.csv	BYU
ns-72	the least number of chart positions was obtained by the feature titled:	csv/203-csv/11.csv	"This Time Around" (Michael Jackson featuring The Notorious B.I.G.)[C]
ns-73	which country scored the least amount of points in this competition?	csv/204-csv/551.csv	Switzerland
ns-74	what is the number of cup attempts listed here?	csv/203-csv/801.csv	19
ns-75	what is the other name for dairy fork?	csv/203-csv/41.csv	Dairy Fork Storm Drain
ns-76	how many matches did they play in august?	csv/204-csv/924.csv	3
ns-77	what is the total time that frankie liles and andre ward held the title?	csv/203-csv/107.csv	9 years, 4 months, 3 weeks and 1 day
ns-78	how much larger is diameter is kant b compared to kant h?	csv/202-csv/147.csv	9 km
ns-79	this player won his/her first game at the reno-tahoe open.	csv/203-csv/531.csv	Chris Riley
ns-80	how long in years is the span of the table?	csv/204-csv/927.csv	5
ns-81	what is the total number of parts that had a release date in 2005?	csv/203-csv/679.csv	3
ns-82	which ancestry was 7.4% in 2011?	csv/202-csv/166.csv	Irish
ns-83	how many main league gold wins did fredrikstad have?	csv/203-csv/683.csv	7
ns-84	who was the top assist leader from ireland?	csv/204-csv/575.csv	Dave McAllister
ns-85	after delgado finished who was next to finished?	csv/204-csv/834.csv	Rick DeMont
ns-86	how many countries only won one silver medal?	csv/203-csv/377.csv	5
ns-87	which country did not recieve any gold medals?	csv/203-csv/497.csv	Maldives
ns-88	who is the only team that has won 7 titles?	csv/203-csv/664.csv	Moe United
ns-89	how many songs have less than 1,000,000 downloads?	csv/204-csv/420.csv	2
ns-90	did the tigers beat boston college before or after they beat the citadel?	csv/204-csv/858.csv	after
ns-91	how many drivers earned at least 5 points?	csv/203-csv/644.csv	4
ns-92	which team has the most letters in their team name?	csv/203-csv/200.csv	Mississippi Valley State
ns-93	how many players are listed	csv/203-csv/549.csv	13
ns-94	how long did thailand win championships consecutively?	csv/204-csv/474.csv	3 years
ns-95	was nfl blitz pro released in 2002 or 2003?	csv/203-csv/272.csv	2003
ns-96	who comes in first place?	csv/204-csv/396.csv	United States
ns-97	which building is taller? the leveque tower or the huntington center?	csv/203-csv/837.csv	LeVeque Tower
ns-98	how many players were born after 1977?	csv/204-csv/602.csv	17
ns-99	which rounds did each rider from the united states participate in?	csv/204-csv/162.csv	all
ns-100	what year had the most partner bonuses earned after 2000?	csv/203-csv/847.csv	2012-2013
ns-101	how many townships have a land area of at least 93 sq km?	csv/204-csv/322.csv	8
ns-102	before 2007 how many appearances were on fuji tv?	csv/203-csv/133.csv	4
ns-103	what is the name of the last winner on this chart?	csv/204-csv/62.csv	New Year's Day
ns-104	which film has the role of the evil queen and is from the year 2004?	csv/201-csv/34.csv	7 Dwarves - Men Alone in the Wood
ns-105	which director in the table had the most cartoons?	csv/203-csv/338.csv	Gerry Chiniquy
ns-106	tell me a product that has not been discontinued and can be bought online.	csv/204-csv/625.csv	Crest Whitestrips Supreme
ns-107	tell me the number of athletes from japan.	csv/204-csv/937.csv	2
ns-108	how many games did this team have against harvard university?	csv/204-csv/718.csv	2
ns-109	what is the total number of players whose last name ends in 'son'.	csv/203-csv/121.csv	11
ns-110	what is the top place this team has finished over all the seasons?	csv/204-csv/717.csv	2nd
ns-111	what is the total doubles titles roche won on grass?	csv/204-csv/196.csv	7
ns-112	what is the name of the train listed after the superfast express?	csv/204-csv/78.csv	Trivandum Express
ns-113	what song was first to hit the french charts?	csv/203-csv/696.csv	"Sur la route"
ns-114	which two networks were not listed previous to 2009?	csv/204-csv/996.csv	CW|HLN
ns-115	who was the last person to hold this office?	csv/203-csv/705.csv	Benjamin C. Howard
ns-116	how many times were the hungarians population percentage below 25%?	csv/203-csv/355.csv	9
ns-117	which is a farther distance: panorama road (24 street nw), range road 15 or range road 273?	csv/204-csv/763.csv	Range Road 273
ns-118	what is the seat for north kyrnouria?	csv/200-csv/38.csv	Astros
ns-119	how many consecutive weeks did dr hook's song, walk right in, last at number 1?	csv/203-csv/197.csv	5
ns-120	which country won only one overall medal?	csv/204-csv/183.csv	Nepal
ns-121	largest u-boat casualty	csv/203-csv/386.csv	55
ns-122	what is the name of the building with the least number of floors?	csv/204-csv/649.csv	Ameritech Center
ns-123	which previous clubs had at least 2 premiership years?	csv/204-csv/198.csv	Condobolin-Milby|Four Corners|Kikoira
ns-124	are there above 1000 students enrolled at bryan college?	csv/203-csv/135.csv	Yes
ns-125	which devices have more than 1 million (overall) in their ipos category?	csv/204-csv/152.csv	Violin Memory Violin 6000|Texas Memory Systems RamSan-630 Appliance|Fusion-io ioDrive Octal (single PCI Express card)|OCZ 2x SuperScale Z-Drive R4 PCI-Express SSD|Texas Memory Systems RamSan-70|Kaminario K2|NetApp FAS6240 cluster|Fusion-io ioDrive2
ns-126	based on the table of brazil's results at the fifa world cup between 1930 and 2010, in which listed year did brazil's player rildo score his team's top score in a match against portugal in group c?	csv/203-csv/57.csv	1966
ns-127	how many people were on the coaching staff of the 1937 nebraska football team?	csv/204-csv/95.csv	8
ns-128	what is the number of pumps whose typical use is low output temperature?	csv/203-csv/195.csv	2
ns-129	out of all the directors listed, who served the longest term as director?	csv/203-csv/376.csv	John P. Walters
ns-130	what was the only year in which the number of constituency votes was over 1 million?	csv/203-csv/698.csv	1969
ns-131	how many children under the age of 7 lived in khorda in 2011?	csv/204-csv/942.csv	222,275
ns-132	three players selected in the first round of the 1989 major league baseball draft went to the same college as each other. what college was it?	csv/203-csv/149.csv	Fresno State University
ns-133	which air date had the lest ratings?	csv/204-csv/384.csv	April 13, 2008
ns-134	which nation has the least amount of service rifles listed?	csv/204-csv/343.csv	Denmark
ns-135	all but three representatives belonged to which party?	csv/203-csv/16.csv	Democratic
ns-136	how many flag bearers are included?	csv/204-csv/986.csv	6
ns-137	what is the total number of years on the chart?	csv/204-csv/790.csv	14
ns-138	how long was jim wells a coach?	csv/203-csv/577.csv	15
ns-139	did dickerson score more tds in 1983 or 1984?	csv/204-csv/914.csv	1983
ns-140	in which movie did he not play a character and played himself?	csv/202-csv/200.csv	Hollywood Canteen
ns-141	what is the total number of albums released in 2001?	csv/203-csv/686.csv	7
ns-142	who served more years as president, john tyler or andrew jackson?	csv/203-csv/800.csv	Andrew Jackson
ns-143	out of all the top winners, which team was the first to win?	csv/204-csv/772.csv	Dundalk Gaels
ns-144	what is the difference between the number of students that scored a 5 and the students that scored a 4 in 2009?	csv/203-csv/638.csv	0.1%
ns-145	which song title has the top sales?	csv/203-csv/249.csv	Unchained Melody/White Cliffs of Dover
ns-146	what is the difference in population in years 1990 and 2000?	csv/203-csv/668.csv	1000
ns-147	who finished faster, lee or pascoe?	csv/204-csv/422.csv	Sophie Pascoe
ns-148	what team placed first on january 22, 2012?	csv/204-csv/642.csv	Sydney Sixers
ns-149	what is the number of countries listed?	csv/204-csv/542.csv	7
ns-150	what is the number of riders of the surf's up model?	csv/203-csv/873.csv	20
ns-151	how many consecutive years had 2 conservative councillors?	csv/204-csv/349.csv	7
ns-152	how many clubs had more than 60 points?	csv/203-csv/322.csv	8
ns-153	following thomas b. fitzpatrick in 1905, who was the next philanthropist to win?	csv/203-csv/509.csv	Thomas M. Mulry
ns-154	how many games were played total in the 1995 season?	csv/204-csv/443.csv	16
ns-155	what was the first player to be drafted in this table?	csv/203-csv/229.csv	Wayne Lineberry
ns-156	the fbs opponent faced after florida gators?	csv/204-csv/11.csv	South Florida Bulls
ns-157	how many consecutive modern dramas are on the list?	csv/204-csv/671.csv	2
ns-158	which player had the most points defending?	csv/204-csv/188.csv	Juan Martin del Potro
ns-159	what is next single listed after "the red back spider"?	csv/203-csv/877.csv	"Let Your Yeah Be Yeah"
ns-160	easton's population was not 2,000 but what number?	csv/204-csv/616.csv	1,245
ns-161	how many total games were won?	csv/204-csv/523.csv	5
ns-162	which artist scored the least amount of points?	csv/204-csv/915.csv	Mystique
ns-163	what was the score of the first loss they had in the season?	csv/204-csv/644.csv	L 53-37
ns-164	who was previous to clarence arlen beam?	csv/203-csv/572.csv	Richard Howard Battey
ns-165	how many peaks are taller than keokradong?	csv/203-csv/808.csv	4
ns-166	which title is listed before mob rule?	csv/204-csv/236.csv	Mafia II
ns-167	what is the difference in goal differential between the team in position 1 and the team in position 20?	csv/203-csv/145.csv	63
ns-168	what is the only stadium that has had two grand slams happen inside of it?	csv/203-csv/549.csv	Shibe Park
ns-169	what was kerry ellis' last television appearance?	csv/203-csv/224.csv	Diamonds Are Forever: The Don Black Songbook
ns-170	in 2011, who had the largest amount of sales?	csv/204-csv/681.csv	Lockheed Martin
ns-171	how many english transfers occurred from 2001 to 2002?	csv/204-csv/482.csv	6
ns-172	how long was alexander mckim in office?	csv/203-csv/705.csv	6 years
ns-173	how many times did the kuwaiti inflation index break 100?	csv/201-csv/7.csv	2
ns-174	what is the difference in points between the paulistano team and the corinthians?	csv/203-csv/254.csv	4
ns-175	how many years older is marcus popp than stanislav imin?	csv/203-csv/481.csv	5
ns-176	how many senators were re-elected?	csv/203-csv/817.csv	25
ns-177	at what competitions did wu tao come in first position?	csv/203-csv/436.csv	World Junior Championships|Asian Games|Universiade|Asian Championships|East Asian Games
ns-178	what number of singles have an entry for swi?	csv/203-csv/696.csv	2
ns-179	how long has jeff bate been a member of the australian house of representatives?	csv/203-csv/214.csv	65
ns-180	what nationality had the most results below 53?	csv/204-csv/174.csv	Japan
ns-181	what is the number of first tops over 200?	csv/204-csv/629.csv	201/1
ns-182	who placed higher, esther ndiema or mekdes weldu?	csv/204-csv/90.csv	Esther Ndiema
ns-183	what is the added total of andrew county and atchison county?	csv/203-csv/660.csv	11560
ns-184	which have at least $8 billion in endowment?	csv/203-csv/592.csv	Columbia University|Harvard University|Princeton University|Yale University
ns-185	what is the least amount of points this team won by this season??	csv/204-csv/917.csv	10
ns-186	what was the only company that had a larger profit than pge sa?	csv/203-csv/320.csv	KGHM Polska Miedź SA
ns-187	name the member that was elected after sivaprakasam but before vaithilingam.	csv/204-csv/54.csv	R. Subbaraya Gounder
ns-188	how many seats total are listed in the table?	csv/204-csv/690.csv	108
ns-189	what is the total difference between rank 3 to rank 4?	csv/204-csv/296.csv	0.9
ns-190	what number of awards did marty win?	csv/204-csv/970.csv	5
ns-191	what is the combined distance of carlo guieb's consecutive wins?	csv/204-csv/694.csv	7043
ns-192	at least 1 player was 15.5 tower height	csv/203-csv/665.csv	Port San Juan Light
ns-193	who was the opponent previous to the pride?	csv/203-csv/853.csv	Lizards
ns-194	some u.s. releases occured in sept. of 2012. what other month?	csv/204-csv/17.csv	October
ns-195	how many consecutive years did imma clopes compete?	csv/204-csv/503.csv	4
ns-196	what is the total number of locomotives built for the scropton tramway?	csv/203-csv/213.csv	7
ns-197	yreka and what other place share the zip code 96097?	csv/204-csv/356.csv	Yreka City
ns-198	the year with the least vote percentages	csv/203-csv/732.csv	1974
ns-199	who was this person's opponent before he faced jimmy connors in birmingham in 1974?	csv/204-csv/520.csv	Clark Graebner
ns-200	is the number of touchdowns higher in 2002 or 2008?	csv/203-csv/597.csv	2002
ns-201	which single had the least amount of sales?	csv/203-csv/7.csv	"Rhythm Is a Dancer"
ns-202	who is the next opponent after playing at hawai'i?	csv/204-csv/119.csv	vs. Maryland-Eastern Shore
ns-203	which location had the most reactors that were shut down?	csv/203-csv/78.csv	Chernobyl
ns-204	what is the total number of rounds played in 2003?	csv/204-csv/985.csv	5
ns-205	how many total ethiopian runners competed?	csv/204-csv/90.csv	3
ns-206	what is the total number of times that robert huff had the fastest lap?	csv/204-csv/137.csv	9
ns-207	what is the total number of temples in awa?	csv/204-csv/841.csv	4
ns-208	the contestant from which state had the highest average?	csv/204-csv/757.csv	Kentucky
ns-209	how many people from new hampshire were given a seat?	csv/203-csv/851.csv	2
ns-210	what party was william pinkney and uriah forrest a part of?	csv/203-csv/106.csv	Pro-Administration
ns-211	2007 and what other year were elected seats lost?	csv/203-csv/558.csv	2011
ns-212	what is the only year jamaica does not have a score?	csv/204-csv/437.csv	2002
ns-213	how many singles were in the year 2012?	csv/201-csv/15.csv	4
ns-214	name a month that she competed at least 3 times.	csv/204-csv/94.csv	August
ns-215	what was the only tour win nancy lopez had that was by double digit strokes?	csv/204-csv/328.csv	Henredon Classic
ns-216	which one is previous to chaz d.	csv/204-csv/535.csv	Leon Camier
ns-217	did john bowe win more or less races than glenn seton?	csv/203-csv/271.csv	more
ns-218	which member did andrew kelly serve after?	csv/202-csv/76.csv	James Carroll
ns-219	does russia or france have the more bronze medals?	csv/204-csv/308.csv	France
ns-220	what is the combined score of ucla 2001 and stanford 2002?	csv/203-csv/726.csv	13-8
ns-221	which iso 15919 letter can mean the same as the unrsgn e or the iast e?	csv/204-csv/564.csv	ē
ns-222	in what year was the first title released?	csv/203-csv/836.csv	2008
ns-223	what was the highest recorded temperature in the coachella valley?	csv/202-csv/99.csv	125
ns-224	what was the average time of the races in 2003?	csv/204-csv/555.csv	1:22:07
ns-225	which nation came before the nation with hamish pepper as the sailor?	csv/203-csv/586.csv	Great Britain
ns-226	how many albums was distortion below at its highest position?	csv/203-csv/77.csv	76
ns-227	what was the last film of the year?	csv/203-csv/762.csv	The Lord of the Rings: The Two Towers
ns-228	which two classes had the least amount of people on the board of directors?	csv/204-csv/325.csv	A|B
ns-229	which stamp set had more stamps issued than the winston churchill centenary set?	csv/203-csv/153.csv	Royal Wedding (The Princess Anne)
ns-230	which president of the republic served a 3 year term, but did not resign due to poor health?	csv/204-csv/488.csv	Risto Ryti
ns-231	name a building that was previously a residence hall?	csv/204-csv/240.csv	Alumni House
ns-232	how many clubs have more than 2 as the number of premierships?	csv/204-csv/198.csv	2
ns-233	the year the number of registrations of minors was greatest.	csv/203-csv/467.csv	2005
ns-234	how many times did johnny murtagh take first place at the royal ascot racecourse?	csv/203-csv/282.csv	0
ns-235	falcons 2000 have 2 titles but which club has only 1?	csv/203-csv/664.csv	Sale United
ns-236	what year was notting hill released?	csv/200-csv/1.csv	1999
ns-237	what was the number of contestants on season 1 of the biggest loser?	csv/204-csv/688.csv	13
ns-238	how many total games did the earthquakes play in the season?	csv/204-csv/273.csv	30
ns-239	how many total players has dublin had compete?	csv/204-csv/525.csv	1
ns-240	what is the average of height of the following peaks. mont blanc, wildspitze, and monte rosa?	csv/204-csv/84.csv	4404
ns-241	which nation won the least gold medals?	csv/203-csv/497.csv	Maldives
ns-242	who is the only player from the 1929 season whose surname begins with d?	csv/204-csv/486.csv	Sam Dailey
ns-243	tell me a country that did not get more than 5 total medals.	csv/204-csv/785.csv	Dominican Republic
ns-244	is the distance of meters longer in the first event or the third event?	csv/204-csv/766.csv	third
ns-245	which episode has compo and its description and also mentions clegg?	csv/201-csv/24.csv	48
ns-246	after 1980 what was the most speed in km/h?	csv/203-csv/688.csv	850.1
ns-247	compared to darlington which city has the next largest water percent?	csv/204-csv/322.csv	Burrton
ns-248	what was govinda's first film he appeared in?	csv/204-csv/723.csv	Ilzaam
ns-249	who won second place after mercedes mata?	csv/204-csv/75.csv	Marjorie Annan
ns-250	has chung shan won secong place in the avc championship more or less times then toray arrows?	csv/204-csv/474.csv	more
ns-251	what is the number of cosworth engines in this table?	csv/204-csv/939.csv	12
ns-252	what country had a higher total, bulgaria or spain?	csv/204-csv/979.csv	Bulgaria
ns-253	which township has the most water area?	csv/203-csv/729.csv	Empire
ns-254	of enrico franzoi, jose luis arrieta, and philippe gilbert, which one did not withdraw during stage 5?	csv/204-csv/530.csv	Jose Luis Arrieta
ns-255	what is the total number of russians (men & women) who have won?	csv/204-csv/31.csv	4
ns-256	what is the number of doubles titles roche won?	csv/204-csv/196.csv	18
ns-257	how many barangays are in binangonan?	csv/204-csv/987.csv	40
ns-258	ryan mills played for the minnesota twins, but sean burroughs played for who?	csv/203-csv/618.csv	San Diego Padres
ns-259	which game has the least amount of people attending?	csv/204-csv/495.csv	5 March 1988
ns-260	which has the largest enrollment?	csv/204-csv/501.csv	Saint Ambrose University
ns-261	how many teams do not have kits manufactured by nike?	csv/204-csv/567.csv	5
ns-262	what transmitter comes before morpeth	csv/204-csv/270.csv	Kielder
ns-263	which film made the most money for orion?	csv/202-csv/122.csv	Throw Momma from the Train
ns-264	what was neha sharma last film?	csv/203-csv/157.csv	Youngistaan
ns-265	how many votes were cast for the independent party and "other"?	csv/203-csv/798.csv	41509
ns-266	how many games were won when finland was the visiting team?	csv/203-csv/513.csv	9
ns-267	who was the first driver to finish in a car made by sauber-petronas?	csv/203-csv/76.csv	Felipe Massa
ns-268	how many episodes in series 7 were not aired in february?	csv/201-csv/24.csv	2
ns-269	what song did mick jagger collaborate with david bowie on?	csv/200-csv/22.csv	Dancing in the Street
ns-270	what year was matthew j. morrison's first film released?	csv/202-csv/279.csv	1999
ns-271	how many semifinalists come from brazil?	csv/204-csv/225.csv	4
ns-272	how long did it take the driver in the six position to finish the race?	csv/203-csv/644.csv	7:04:18
ns-273	how many urban areas have a population under 100,000?	csv/203-csv/74.csv	6
ns-274	how many conservative councillors were there in 1961?	csv/204-csv/349.csv	2
ns-275	which country had the highest total number of medals?	csv/203-csv/165.csv	China
ns-276	"boxing helena" came immediately before what episode?	csv/203-csv/182.csv	"I, Clownius"
ns-277	what is the difference in height between the top two tallest buildings?	csv/203-csv/837.csv	74 ft
ns-278	how many singles did the band auryn release between 2011 and 2013?	csv/201-csv/15.csv	8
ns-279	name the country(s) with the least amount of silver medals.	csv/204-csv/775.csv	Chinese Taipei|Kyrgyzstan
ns-280	the total attendance for the uefa cup dates of 19 september 1984 and 7 november 1984 is?	csv/204-csv/605.csv	72400
ns-281	other than vietnam, name a country that won more two total medals?	csv/204-csv/725.csv	Japan
ns-282	other than india, what two countries won the most test matches?	csv/203-csv/255.csv	Australia
ns-283	what is the total score for the first three players?	csv/204-csv/355.csv	911
ns-284	what is the number of episodes that did not have an english air date?	csv/203-csv/758.csv	5
ns-285	when was the first international match won by the sahrawi national football team?	csv/204-csv/221.csv	2007
ns-286	how many of the bridges are more than 50 years old?	csv/204-csv/799.csv	43
ns-287	what is the total number of games won in the year 2011 and 2013?	csv/203-csv/504.csv	5
ns-288	how many drivers completed the most laps?	csv/204-csv/584.csv	6
ns-289	what is the difference between the number of bronze medals singapore has in the asian youth games and the number of bronze medals japan has?	csv/203-csv/747.csv	11
ns-290	how many consecutive wins did guatemala have?	csv/204-csv/774.csv	2
ns-291	what is the total number of games released in 2002?	csv/203-csv/580.csv	4
ns-292	which entry has the same comment as coast visible?	csv/203-csv/279.csv	COAST infrared
ns-293	what movie was this actor nominated for after marty?	csv/204-csv/970.csv	McHale's Navy
ns-294	who completed more laps, lorenzo or toseland?	csv/203-csv/166.csv	Jorge Lorenzo
ns-295	who was appointed the same year as federico hernandez denton?	csv/203-csv/671.csv	Liana Fiol Matta
ns-296	what number of times is mexico listed in the score column?	csv/203-csv/793.csv	2
ns-297	who was the first to be drafted by the oiler's?	csv/203-csv/455.csv	Jesse Niinimäki
ns-298	name the only season where the season ended with a strike.	csv/204-csv/242.csv	1959-60
ns-299	according to usgs estimates of production in tons, what nation produced 200 tons of mine production on three consecutive years, between 2004 and 2006 of niobium minerals?	csv/203-csv/59.csv	Australia
ns-300	how many buildings are on water street?	csv/204-csv/829.csv	7
ns-301	which game was higher scoring, game #9 or #4?	csv/204-csv/860.csv	#4
ns-302	'bolettes brudefærd' was based on malberg's play, what was his role in it?	csv/204-csv/91.csv	Carpenter Kristiansen
ns-303	what is the last train listed?	csv/204-csv/821.csv	MLX01
ns-304	what is the total of the college educated for all the years listed?	csv/204-csv/581.csv	178
ns-305	who had more votes in san francisco, meeu. or boddie?	csv/203-csv/616.csv	Boddie
ns-306	which car was the only one to be preserved by the western railway museum?	csv/203-csv/19.csv	63
ns-307	how many months had a record low of -7?	csv/201-csv/3.csv	2
ns-308	where did frank kimmel win last?	csv/204-csv/630.csv	Salem
ns-309	how many stadiums have a higher capacity than 7000?	csv/203-csv/420.csv	6
ns-310	what is the number of businessmen as their profession?	csv/204-csv/68.csv	3
ns-311	which province in the dominican republic has the largest population?	csv/203-csv/152.csv	Santo Domingo
ns-312	which month has the most rainfall?	csv/201-csv/3.csv	September
ns-313	what was the lowest position recorded in all 14 years of racing?	csv/203-csv/150.csv	18th
ns-314	which shows had the longest run (most number of episodes)?	csv/204-csv/671.csv	State of Divinity
ns-315	what's the number of teams that competed in 2007?	csv/204-csv/179.csv	14
ns-316	how many competitions did china came in 5th or better place?	csv/203-csv/539.csv	10
ns-317	how many tour races had a uci rating of less than 2.0?	csv/204-csv/409.csv	3
ns-318	room location the last time "alisa and lysandra" were the "2nd couple"	csv/204-csv/269.csv	Living Room and Dining Room
ns-319	which country won the most silver medals after russia?	csv/204-csv/261.csv	Belarus
ns-320	in poland what is the total of violent deaths minus suicides?	csv/203-csv/234.csv	34,273
ns-321	which builder built the most san francisco and san jose railroad locomotives?	csv/203-csv/635.csv	Norris Locomotive Works
ns-322	what was the difference between the percentage of votes for reise nach jerusalem - kudüs'e seyahat and the number of votes for das tut unheimlich weh?	csv/203-csv/755.csv	4%
ns-323	how many girls weighed at least 25.0 oz?	csv/204-csv/769.csv	2
ns-324	what was the first game of the first episode?	csv/204-csv/362.csv	'Twin Peaks'
ns-325	how many roles has she played herself?	csv/203-csv/224.csv	33
ns-326	how many baseplates were in orange lettering?	csv/203-csv/379.csv	2
ns-327	how many total songs were by "the album leaf"?	csv/203-csv/357.csv	6
ns-328	what is the total number of public middle schools in hawaii?	csv/203-csv/416.csv	13
ns-329	what destination is the only one that has a fast passenger train?	csv/204-csv/824.csv	Coimbatore city Junction
ns-330	what river is the most large in drainage basin area?	csv/201-csv/46.csv	Ohm
ns-331	what was the last year a conservative listed in office?	csv/203-csv/106.csv	1869
ns-332	what was the total attendance of games played in december of 1985?	csv/204-csv/22.csv	102,393
ns-333	which aerial tramway has the smallest known leaning straight line span width?	csv/203-csv/457.csv	Vanoise Express
ns-334	what is the total number of types listed?	csv/204-csv/187.csv	10
ns-335	what was the first place listed with more than one county?	csv/204-csv/356.csv	Yosemite National Park
ns-336	joji kato and keiiichiro nagashima are from what country?	csv/204-csv/950.csv	Japan
ns-337	how many competitions were held in 1984?	csv/203-csv/370.csv	3
