id	utterance	context	targetValue
nt-38	how many consecutive friendly competitions did chalupny score in?	csv/204-csv/920.csv	2
nt-39	how many finished all 225 laps?	csv/204-csv/946.csv	8
nt-40	what was the number of silver medals won by ukraine?	csv/203-csv/175.csv	2
nt-41	in what year did miss pokhara last win the miss nepal award?	csv/204-csv/172.csv	1997
nt-42	what is the total number of popular votes cast in 2003?	csv/203-csv/558.csv	459,640
nt-43	which division three team also played in the division two season during the 1980s?	csv/202-csv/73.csv	Seaford Town
nt-44	what is the difference in league debut date between farrell and carne?	csv/204-csv/387.csv	1
nt-45	what film was released before "devakanya?"	csv/204-csv/961.csv	Dhaasippen or Jothi Malar
nt-46	what is the largest penalty?	csv/204-csv/664.csv	10
nt-47	who has the most and best score?	csv/204-csv/363.csv	Shane Carwin
nt-48	what is the current total number of seats in the federal parliament?	csv/203-csv/698.csv	630
nt-49	what number of games did new zealand win in 2010?	csv/203-csv/634.csv	3
nt-50	who earned more medals--vietnam or indonesia?	csv/204-csv/725.csv	Indonesia (INA)
nt-51	how many competitions had a score of 1-0 at most?	csv/203-csv/652.csv	4
nt-52	which club had the most losses?	csv/203-csv/322.csv	RC Toulonnais
nt-53	what is the total number of pylons listed?	csv/203-csv/375.csv	17
nt-54	does theodis or david play center?	csv/204-csv/847.csv	Theodis Tarver
nt-55	what was whitney's best year for her album whitney in which she won the most rewards?	csv/203-csv/799.csv	1987
nt-56	which member of the 500 club has the least amount of home runs?	csv/203-csv/611.csv	Eddie Murray
nt-57	how many miss northern ireland winners have made it to the top 30 placement at miss world since 2000?	csv/203-csv/727.csv	4
nt-58	how many games did at least 1500 people attend?	csv/204-csv/615.csv	11
nt-59	what is the next model listed after disk'o?	csv/203-csv/873.csv	Surf's Up
nt-60	how many matches were in may 2010?	csv/204-csv/260.csv	2
nt-61	what is the total amount of senators i all departments?	csv/204-csv/246.csv	36
nt-62	who directed the film rajanna?	csv/203-csv/393.csv	Vijayendra Prasad
nt-63	is the are of saint helena more than that of nightingale island?	csv/204-csv/332.csv	yes
nt-64	how many districts are there in virginia?	csv/204-csv/109.csv	22
nt-65	which alumni in the 1990's has the least number of international caps?	csv/203-csv/312.csv	Clint Bolton
nt-66	what title is at the top of the table?	csv/203-csv/570.csv	The Name of the Game
nt-67	what is the number of tv shows that charmaine sheh has appeared on?	csv/203-csv/631.csv	9
nt-68	amazon is at the top of the chart, but what is the name below it?	csv/204-csv/568.csv	Antelope
nt-69	when was the last time kansas state lost with 0 points in manhattan?	csv/203-csv/703.csv	1964
nt-70	how long was joseph black a coach?	csv/203-csv/577.csv	1 year
nt-71	which month were the least amount of games held in?	csv/203-csv/470.csv	April
nt-72	what is the number of formula one series races that cochet has been in?	csv/203-csv/198.csv	2
nt-73	how many matches took place in the first premier?	csv/203-csv/246.csv	27
nt-74	which driver appears the most?	csv/203-csv/367.csv	Jim Clark
nt-75	how many places list no zip code in either the lower or upper zip code?	csv/204-csv/356.csv	18
nt-76	how many populations at most have any notes?	csv/204-csv/891.csv	0
nt-77	what is the number of christian radio stations broadcasted by mxr yorkshire?	csv/203-csv/603.csv	2
nt-78	what is the most compilation albums released in one year?	csv/204-csv/471.csv	4
nt-79	what are the number of times antonov is listed as the manufacturer?	csv/203-csv/601.csv	8
nt-80	has the dominican republic won more or less medals than china?	csv/203-csv/535.csv	less
nt-81	what vehicle maker other than dodge has the most vehicles in the roster?	csv/204-csv/89.csv	Chevrolet
nt-82	how many top selling brands target dermatology?	csv/204-csv/610.csv	3
nt-83	which ethnicity is previous from dungan	csv/204-csv/984.csv	Belorussian
nt-84	which year had the most titles released?	csv/204-csv/643.csv	2005
nt-85	name someone else from scotland inducted before alan brazil.	csv/204-csv/650.csv	George Burley
nt-86	what party has the most mp's?	csv/203-csv/139.csv	Serbian Progressive Party Српска напредна странка / Srpska napredna stranka
nt-87	who was the only judge appointed by mckinley?	csv/203-csv/563.csv	David Davie Shelby
nt-88	how many times was jim mcmanus jim osborne's partner?	csv/204-csv/335.csv	7
nt-89	what was the number of days of the denver open?	csv/204-csv/536.csv	5
nt-90	who is the only person to score in the march 6 game against videoton this season?	csv/204-csv/605.csv	Stapleton
nt-91	how many songs charted above the 10th position on any chart?	csv/204-csv/654.csv	3
nt-92	who was the first to take office?	csv/204-csv/668.csv	Jaafar Mohamed
nt-93	count how many of these members were unionists.	csv/204-csv/608.csv	1
nt-94	what is the next event after hardcore tv #15?	csv/204-csv/23.csv	Hardcore TV #21
nt-95	how long was the race in the all-africa games (distance)?	csv/203-csv/189.csv	10,000 m
nt-96	how many towns have a population higher than 1000?	csv/203-csv/568.csv	9
nt-97	which rifle has the longest barrel?	csv/204-csv/343.csv	Rifle 1889
nt-98	how many received a gold or silver medal in cycling?	csv/203-csv/4.csv	6
nt-99	how many elections had at least a 0.2 percentage of constituency votes?	csv/203-csv/698.csv	9
nt-100	what is the least number of concerts given in a season	csv/203-csv/288.csv	9
nt-101	name the countries with the least amount if silver medals?	csv/203-csv/314.csv	Belgium|Hungary|Netherlands|Spain|Czechoslovakia|Italy|Denmark
nt-102	other than ulm, what is the name of the other imperial city listed?	csv/203-csv/190.csv	Überlingen
nt-103	at the women's 200 meter individual medley sm10 event at the 2012 summer paralympics, how long did it take aurelie rivard to finish?	csv/204-csv/422.csv	2:37.70
nt-104	which composer produced his title after 2001?	csv/204-csv/969.csv	Pete Doherty
nt-105	what is the total of conservatives	csv/204-csv/223.csv	94
nt-106	other than parry, name an athlete from wales.	csv/204-csv/575.csv	Darren Jones
nt-107	which player ranked the most?	csv/204-csv/952.csv	Nicky English
nt-108	what are the number of times model 25 is listed on this chart?	csv/203-csv/136.csv	8
nt-109	how many total points did russia win in this competition?	csv/204-csv/809.csv	119
nt-110	what style was the chateau de brissac rebuilt in after it was damaged during the french wars of religion?	csv/204-csv/806.csv	baroque style
nt-111	how long after fairfield was no. 1 built?	csv/204-csv/476.csv	33 years
nt-112	what is the first airbase listed on the chart?	csv/204-csv/102.csv	Abu al-Duhur Military Airbase
nt-113	which university has the least in endowment?	csv/203-csv/592.csv	Brown University
nt-114	name one county that only received 1,935 votes total.	csv/204-csv/956.csv	Hidalgo
nt-115	who was the next ranked competitor after dior delophont and ligia grozav?	csv/204-csv/741.csv	Iryna Herashchenko
nt-116	what is the difference in runners-up from coleraine academical institution and royal school dungannon?	csv/203-csv/362.csv	20
nt-117	what year was the first to reach 1,000 or more live births?	csv/203-csv/668.csv	1985
nt-118	what is the first party listed on this chart?	csv/204-csv/223.csv	Conservatives
nt-119	how many defensive (df) players are there on the national team?	csv/203-csv/121.csv	4
nt-120	which opponent has the most wins	csv/204-csv/836.csv	Bahrain
nt-121	what property comes before tensile elongation?	csv/204-csv/229.csv	Tensile Modulus
nt-122	the team's record in 2011 was the same was it's record in what year	csv/204-csv/32.csv	2009
nt-123	which district has the greatest total number of electorates?	csv/204-csv/255.csv	Tikamgarh
nt-124	how many times has germany won bronze?	csv/203-csv/554.csv	2
nt-125	list two pylons that are at most, 80 m in height.	csv/203-csv/375.csv	Mittersill goods aerial tramway|Singapore cable car
nt-126	what two teams only have two titles?	csv/203-csv/502.csv	Western Michigan|North Dakota
nt-127	what is the name of the first club on this chart?	csv/203-csv/145.csv	UE Lleida
nt-128	in 2008 in track and field events who broke more world records, usain bolt or haile gebrselassie?	csv/203-csv/102.csv	Usain Bolt
nt-129	which election was the first to reach over 40% of the popular vote?	csv/203-csv/558.csv	2003
nt-130	why type of genre was peter maxwell davies' work that was the same as emil petrovics'	csv/204-csv/969.csv	ballet
nt-131	what week had the most attendance?	csv/203-csv/691.csv	15
nt-132	what is the difference (in years) between when the royal blue began and the year the crusader began?	csv/204-csv/336.csv	47
nt-133	what are the number of years maine has participated?	csv/203-csv/502.csv	1
nt-134	what is the last iec world plugs type in the list?	csv/204-csv/794.csv	N
nt-135	what is the least number of meters habte jifar has run?	csv/203-csv/189.csv	5,000 m
nt-136	how many times, total, was the result "won"	csv/204-csv/948.csv	24
nt-137	what country had the least gdp growth from 2007-2011?	csv/203-csv/296.csv	Zimbabwe
nt-138	in which country did thierry tulasne win his last singles title?	csv/203-csv/60.csv	Switzerland
nt-139	what was the last event held?	csv/204-csv/413.csv	Men's 25 m rapid fire pistol
nt-140	what was the first award he was nominated for?	csv/203-csv/643.csv	Black Reel Awards
nt-141	what is the number of games the senators have played?	csv/203-csv/517.csv	18
nt-142	what was the first team that toronto lost to?	csv/204-csv/557.csv	Toronto 228th Battalion
nt-143	who is taller, the delegate from jalapa or from villa nueva?	csv/204-csv/20.csv	Villa Nueva
nt-144	what was the best position achieved at the olympic games after the 1996 atlanta games?	csv/203-csv/646.csv	11th
nt-145	how many academy awards have been won posthumously?	csv/203-csv/17.csv	16
nt-146	number of goals manchester united scored against preston north end in the season	csv/204-csv/467.csv	3
nt-147	how many times does "friendly" appear in the competition column?	csv/204-csv/346.csv	5
nt-148	who received the least amount of votes?	csv/204-csv/786.csv	Karen Olsson
nt-149	which locomotive was built after 1915?	csv/203-csv/223.csv	No.774
nt-150	funningsfjørður and fuglafjørður are located on the same island as...?	csv/203-csv/568.csv	Funningur
nt-151	which province in andalusia has the largest population?	csv/203-csv/3.csv	Seville
nt-152	what is the next highest hard drive available after the 30gb model?	csv/204-csv/451.csv	64GB SSD
nt-153	the total number of helipads at hama military airport?	csv/204-csv/102.csv	10
nt-154	what are the only species with 99% sequence identity?	csv/204-csv/358.csv	Pan troglodytes|Nomascus leucogenys
nt-155	what was the month and year when the rutgers-eagleton poll first showed 50 percent in favor of same-sex marriage in new jersey?	csv/203-csv/43.csv	November 2009
nt-156	how many times did the home team have a score of only one against the away team?	csv/204-csv/475.csv	4
nt-157	other than lake ercek, name a lake in van.	csv/204-csv/341.csv	Lake Van
nt-158	which mountain peak has a prominence more than 10,000 ft?	csv/204-csv/25.csv	Mount Whitney
nt-159	how many mines were in temagami?	csv/204-csv/944.csv	10
nt-160	how many gold medals did this country win during these olympics?	csv/204-csv/884.csv	10
nt-161	what peter widen's is the highest finish in all indoor championships?	csv/204-csv/445.csv	5th
nt-162	how many audio versions are less than five minutes long?	csv/204-csv/804.csv	3
nt-163	who was the top scorer after sukhrob nematov?	csv/204-csv/357.csv	Vokhid Shodiev
nt-164	how many articles were published in the 6th volume?	csv/204-csv/843.csv	3,108
nt-165	what is the total number of awards the lion king has won?	csv/204-csv/592.csv	15
nt-166	how long did it take this competitor to finish the 4x400 meter relay at universiade in 2005?	csv/204-csv/622.csv	3:02.57
nt-167	which is the oldest locomotive?	csv/204-csv/816.csv	BL26
nt-168	what year did the album "jezebel" on blockshok records release?	csv/204-csv/928.csv	1995
nt-169	which schools have the largest number of shared titles?	csv/203-csv/362.csv	Royal Belfast Academical Institution|Campbell College
nt-170	what name comes next fairfield?	csv/204-csv/476.csv	Waverley
nt-171	how many games were only won by 20 points or less?	csv/204-csv/157.csv	2
nt-172	what was her peak ranking in the us for the single "it wasn't god who made honky tonk angles"?	csv/204-csv/500.csv	27
nt-173	when was bobbie phillips first role in tv?	csv/202-csv/178.csv	1991
nt-174	give the total number of riders listed.	csv/204-csv/162.csv	26
nt-175	which one is the last on the chart	csv/204-csv/679.csv	Sam Snead
nt-176	how long was the marathon for camilla benjaminsson?	csv/204-csv/31.csv	1:20:00
nt-177	which is the most recent source for the name?	csv/202-csv/250.csv	Clavijo
nt-178	which province is the top consumer of wine?	csv/204-csv/533.csv	Yukon
nt-179	which chords does not have a sharp or flat note?	csv/203-csv/324.csv	G7
nt-180	how long did ian armstrong serve?	csv/202-csv/76.csv	26 years
nt-181	habte jifar is a marathon runner representing his home country of ____?	csv/203-csv/189.csv	Ethiopia
nt-182	how many games did the senators play in january?	csv/203-csv/517.csv	10
nt-183	what material has the top or best thermal conductivity based on the information in the table?	csv/203-csv/385.csv	Diamond
nt-184	which month had more games played, january or december?	csv/204-csv/967.csv	January
nt-185	how many total towns on the list are in montgomery county?	csv/204-csv/299.csv	3
nt-186	what is the total number of fdrcs that the ppopp has been a part of?	csv/204-csv/916.csv	3
nt-187	what is the name of the first jockey on this chart?	csv/204-csv/330.csv	Tom Kiley
nt-188	what was the first non volume game released in 2004?	csv/203-csv/583.csv	Gunbird Special Edition / Gunbird 1&2
nt-189	what is the top place listed on the chart?	csv/204-csv/550.csv	Brisbane, Australia
nt-190	who became commissioner after george p. larrick?	csv/203-csv/559.csv	James Lee Goddard, M.D.
nt-191	how many airlines have a steady ranking?	csv/203-csv/515.csv	4
nt-192	how many top scorers do not appear twice?	csv/204-csv/357.csv	4
nt-193	in 2007, what is the largest number of consecutive games won by the nebraska football team?	csv/204-csv/294.csv	2
nt-194	in terms of gross what movie is above toy story 3?	csv/203-csv/174.csv	Pirates of the Caribbean: At World's End
nt-195	which three artists had a single at number 1 for at least 7 weeks on the australian singles charts in 1977?	csv/203-csv/197.csv	Julie Covington|Pussyfoot|Andy Gibb
nt-196	in what year did the fiba south america under-17 championship for women first begin?	csv/204-csv/360.csv	1976
nt-197	which movies were number 1 for at least two consecutive weeks?	csv/204-csv/7.csv	Frozen|Cásese Quien Pueda|300: Rise of an Empire
nt-198	where was the only site that both team ever tied the game in?	csv/203-csv/209.csv	Columbia
nt-199	how many players with an assist did not play the position of mf or fw?	csv/204-csv/575.csv	2
nt-200	what is the number of symbol zn?	csv/204-csv/39.csv	30
nt-201	which two counties have the larger populations when combined - park and missoula or judith basin and madison?	csv/204-csv/572.csv	Park and Missoula
nt-202	what is the last city/town/village listed in the table?	csv/204-csv/841.csv	Sanuki
nt-203	which candidate got the least votes in the entire districts?	csv/204-csv/226.csv	Nezir Jaupaj (PKSH) (2.63 %)
nt-204	how many teams had at least 15 wins?	csv/203-csv/145.csv	8
nt-205	what is the difference in tom power's number and jon wood's number?	csv/204-csv/89.csv	5
nt-206	what car achieved the highest qual?	csv/203-csv/339.csv	40
nt-207	what was the first computer to use a decimal numeral system?	csv/204-csv/577.csv	Harvard Mark I - IBM ASCC
nt-208	which secretary of state came after jack pkckersgill?	csv/201-csv/27.csv	Roch Pinard
nt-209	which album did she produce before good rain?	csv/204-csv/529.csv	Pixiedust
nt-210	how many athletes are not ranked?	csv/204-csv/713.csv	21
nt-211	how far did they make it in the fa cup after 2009?	csv/204-csv/179.csv	Round of 16
nt-212	how many consecutive songs were by the album leaf?	csv/203-csv/357.csv	6
nt-213	what team scored the least opposition strength?	csv/204-csv/837.csv	Amplistan
nt-214	which party finished last in the election?	csv/202-csv/231.csv	Sweden Democrats
nt-215	in their first 20 games, which team did the tigers play the most?	csv/203-csv/536.csv	CHW
nt-216	which track is at the top of the us chart?	csv/203-csv/830.csv	"You're Gettin' to Me Again"
nt-217	which castle is considered second fortress of anjou, after angers?	csv/204-csv/806.csv	Château de Pouancé
nt-218	the team placed 1st in 1992/93. how did they place the previous year?	csv/204-csv/35.csv	18th
nt-219	what award was won previously just before the medaglia pontificia anno xiii was awarded?	csv/203-csv/769.csv	Indira Gandhi Peace Prize for Disarmament and Development
nt-220	who was the only person that scheider lost against?	csv/200-csv/31.csv	Myron Greenberg
nt-221	which driver and co-driver finished at 3:59 but with 8 points?	csv/203-csv/399.csv	Dani Sordo|Marc Marti
nt-222	what was the name of the ship that was built after the jule in this yard?	csv/204-csv/781.csv	United States lightship LV-72
nt-223	when was the benetton b198 chassis used?	csv/202-csv/294.csv	1998
nt-224	which institution has the most undergraduate enrollment?	csv/203-csv/592.csv	Cornell University
nt-225	other than chimaltenango's contestant, which region also had a 19-year-old contestant?	csv/204-csv/20.csv	Ciudad Capital
nt-226	what date was the first game played?	csv/203-csv/517.csv	December 21
nt-227	when was the last super chinese game released?	csv/203-csv/55.csv	1999
nt-228	is the rf for wivm-ld 39 or 29?	csv/204-csv/793.csv	39
nt-229	who held the position longer, t.v sivaraopantulu or l. suryalingam?	csv/204-csv/593.csv	T.V. SivaraoPantulu
nt-230	which players came in a place before lukas bauer?	csv/204-csv/81.csv	Iivo Niskanen|Daniel Richardsson|Johan Olsson|Dario Cologna
nt-231	what year did monaco ratify more international human rights treaties than they did in 1979?	csv/203-csv/109.csv	1993
nt-232	how many consecutive games did dejan damjanovic score a goal in during the 2013 season?	csv/204-csv/375.csv	3
nt-233	what is the number of democratic victories?	csv/203-csv/95.csv	20
nt-234	where was the match held immediately before 2014's at guizhou olympic stadium?	csv/204-csv/770.csv	Tianhe Stadium, Guangzhou
nt-235	what is the first club listed in the chart?	csv/204-csv/985.csv	WIT Georgia
nt-236	which jockey is before tm jones	csv/204-csv/561.csv	Willie Robinson
nt-237	how many songs did ishaan dev create for the movies kai thunindavan and thaazhvaarakaatu?	csv/204-csv/546.csv	5
nt-238	did jim osborne win any titles at least once on a grass court?	csv/204-csv/335.csv	yes
nt-239	what year had a total of 2 titles released?	csv/203-csv/836.csv	2010
nt-240	what is the only building in canada to have more than 60 floors?	csv/203-csv/777.csv	First Canadian Place
nt-241	what year has no place indicated?	csv/203-csv/231.csv	1982/83
nt-242	which locomotive weighs the least?	csv/204-csv/850.csv	Re 4/4
nt-243	what is the average score of all home team members for all dates?	csv/203-csv/24.csv	1.75
nt-244	how many of the listed senators were at least 90 years old when they died?	csv/204-csv/145.csv	5
nt-245	what role did mischa barton play in the movie "octane"?	csv/200-csv/1.csv	Natasha 'Nat' Wilson
nt-246	what nation leads the medal count?	csv/203-csv/724.csv	Russia
nt-247	how long has neha been acting?	csv/203-csv/157.csv	7 years
nt-248	what is the number of games played against vietnam?	csv/204-csv/913.csv	1
nt-249	how many games were attended by at least 60,000 people?	csv/204-csv/443.csv	6
nt-250	what is the number of points scored on 6 february 1922?	csv/204-csv/267.csv	1
nt-251	what is the total number of gold medals awarded?	csv/204-csv/785.csv	33
nt-252	how many tournaments did sergio garcia win on the 2002 pga tour?	csv/203-csv/531.csv	1
nt-253	how many of the contestants were students?	csv/203-csv/446.csv	3
nt-254	we will rock you and we are the champions where played at which venue?	csv/203-csv/855.csv	RTÉ Studios
nt-255	which year had the largest agricultural volume?	csv/204-csv/666.csv	2010/11
nt-256	what is the total number of wins for macau?	csv/203-csv/14.csv	6
nt-257	what title appears before "the self-preservation society"?	csv/203-csv/570.csv	Herogasm
nt-258	how many spanish champions have there been?	csv/204-csv/351.csv	3
nt-259	what was the first song that this producer helped write?	csv/204-csv/927.csv	"Cheat on you"
nt-260	which illustrator was responsible for the last award winner?	csv/203-csv/788.csv	Helen Oxenbury
nt-261	what episode had the most viewers?	csv/204-csv/449.csv	"Episode Ten"
nt-262	does december or january have more snow days?	csv/201-csv/3.csv	January
nt-263	what is the average number of points scored by opponents in the five games lost this season?	csv/204-csv/227.csv	29.2
nt-264	what is the number of buildings under 200 ft?	csv/203-csv/837.csv	1
nt-265	what was the finishing place of the team before the 2007-2008?	csv/204-csv/186.csv	3rd
nt-266	which are they only two names that have spain as their country of origin?	csv/203-csv/573.csv	García|Rodríguez
nt-267	total number of players whose home town was in north carolina (nc)	csv/204-csv/526.csv	7
nt-268	what was the first playstation 3 release date?	csv/204-csv/587.csv	28 February 2012
nt-269	which team did the rangers play first in november of 1992 in the uefa champions league?	csv/204-csv/691.csv	Leeds United
nt-270	is the united stated or scotland better?	csv/204-csv/396.csv	United States
nt-271	in what year was the lake compounce carousel moved to its present home?	csv/203-csv/806.csv	1911
nt-272	what was the first mercedez to win world green car?	csv/203-csv/838.csv	Mercedes-Benz E320 Bluetec
nt-273	which model has a thrust of at least 12,000 kg?	csv/203-csv/823.csv	AL-31
nt-274	what is the total number of seasons?	csv/204-csv/532.csv	10
nt-275	what is the most wins?	csv/204-csv/314.csv	14
nt-276	how many films were directed by sridhar after the year 1961?	csv/203-csv/204.csv	48
nt-277	how many matches were held in the netherlands?	csv/204-csv/53.csv	10
nt-278	how many people were born in 1976?	csv/204-csv/935.csv	2
nt-279	what were the total number of license plates that featured the black embossed numbers on it?	csv/203-csv/379.csv	11
nt-280	how many rebounds were there by all miami heat players?	csv/203-csv/532.csv	34
nt-281	how many ships were launched in the year 1944?	csv/203-csv/313.csv	9
nt-282	the drawwith the larges total	csv/203-csv/430.csv	6
nt-283	how long has internacional de madrid cf been playing in the 3ª division?	csv/203-csv/783.csv	3
nt-284	how many total medals has the united states won in women's figure skating?	csv/203-csv/104.csv	16
nt-285	who was the next rider after tetsuya harada?	csv/203-csv/35.csv	Jean-Philippe Ruggia
nt-286	are the most trains operational or do they have another status listed?	csv/203-csv/717.csv	Operational
nt-287	tell me the number of gold medals the dominican republic won.	csv/204-csv/785.csv	1
nt-288	greek revival and peony plantings are most commonly associated with what house in canton?	csv/204-csv/831.csv	John and Eliza Barr Patterson House
nt-289	opponent for highest attended home game	csv/204-csv/207.csv	New York Jets
nt-290	which hispanic population had the greatest growth from 2000 to 2005?	csv/204-csv/990.csv	White
nt-291	how many number were in service in 1910?	csv/204-csv/882.csv	8
nt-292	what is the total number of gold medals won by jamaica?	csv/204-csv/595.csv	4
nt-293	the green bay packers after miami dolphins chose which player?	csv/203-csv/229.csv	John Mack
nt-294	what is difference in points between c.d. aguila and chalatenango?	csv/203-csv/67.csv	14
nt-295	how many division 1 teams were founded before 1950?	csv/204-csv/959.csv	5
nt-296	what tournament is at the top?	csv/204-csv/202.csv	World Championships
nt-297	jones won best actress in a play in 2005. which other award did she win that year?	csv/203-csv/146.csv	Outstanding Actress in a Play
nt-298	what number countries received gold medals?	csv/204-csv/761.csv	12
nt-299	was the next game after august 31 home or away?	csv/204-csv/495.csv	Away
