id	utterance	context	targetValue
nt-50	who earned more medals--vietnam or indonesia?	204-725.csv	Indonesia (INA)
nt-51	how many competitions had a score of 1-0 at most?	203-652.csv	4
nt-52	which club had the most losses?	203-322.csv	RC Toulonnais
nt-53	what is the total number of pylons listed?	203-375.csv	17
nt-54	does theodis or david play center?	204-847.csv	Theodis Tarver
nt-55	what was whitney's best year for her album whitney in which she won the most rewards?	203-799.csv	1987
nt-56	which member of the 500 club has the least amount of home runs?	203-611.csv	Eddie Murray
nt-57	how many miss northern ireland winners have made it to the top 30 placement at miss world since 2000?	203-727.csv	4
nt-58	how many games did at least 1500 people attend?	204-615.csv	11
nt-59	what is the next model listed after disk'o?	203-873.csv	Surf's Up
nt-60	how many matches were in may 2010?	204-260.csv	2
nt-61	what is the total amount of senators i all departments?	204-246.csv	36
nt-62	who directed the film rajanna?	203-393.csv	Vijayendra Prasad
nt-63	is the are of saint helena more than that of nightingale island?	204-332.csv	yes
nt-64	how many districts are there in virginia?	204-109.csv	22
nt-65	which alumni in the 1990's has the least number of international caps?	203-312.csv	Clint Bolton
nt-66	what title is at the top of the table?	203-570.csv	The Name of the Game
nt-67	what is the number of tv shows that charmaine sheh has appeared on?	203-631.csv	9
nt-68	amazon is at the top of the chart, but what is the name below it?	204-568.csv	Antelope
nt-69	when was the last time kansas state lost with 0 points in manhattan?	203-703.csv	1964
nt-70	how long was joseph black a coach?	203-577.csv	1 year
nt-71	which month were the least amount of games held in?	203-470.csv	April
nt-72	what is the number of formula one series races that cochet has been in?	203-198.csv	2
nt-73	how many matches took place in the first premier?	203-246.csv	27
nt-74	which driver appears the most?	203-367.csv	Jim Clark
nt-75	how many places list no zip code in either the lower or upper zip code?	204-356.csv	18
nt-76	how many populations at most have any notes?	204-891.csv	0
nt-77	what is the number of christian radio stations broadcasted by mxr yorkshire?	203-603.csv	2
nt-78	what is the most compilation albums released in one year?	204-471.csv	4
nt-79	what are the number of times antonov is listed as the manufacturer?	203-601.csv	8
nt-80	has the dominican republic won more or less medals than china?	203-535.csv	less
nt-81	what vehicle maker other than dodge has the most vehicles in the roster?	204-89.csv	Chevrolet
nt-82	how many top selling brands target dermatology?	204-610.csv	3
nt-83	which ethnicity is previous from dungan	204-984.csv	Belorussian
nt-84	which year had the most titles released?	204-643.csv	2005
nt-85	name someone else from scotland inducted before alan brazil.	204-650.csv	George Burley
nt-86	what party has the most mp's?	203-139.csv	Serbian Progressive Party Српска напредна странка / Srpska napredna stranka
nt-87	who was the only judge appointed by mckinley?	203-563.csv	David Davie Shelby
nt-88	how many times was jim mcmanus jim osborne's partner?	204-335.csv	7
nt-89	what was the number of days of the denver open?	204-536.csv	5
nt-90	who is the only person to score in the march 6 game against videoton this season?	204-605.csv	Stapleton
nt-91	how many songs charted above the 10th position on any chart?	204-654.csv	3
nt-92	who was the first to take office?	204-668.csv	Jaafar Mohamed
nt-93	count how many of these members were unionists.	204-608.csv	1
nt-94	what is the next event after hardcore tv #15?	204-23.csv	Hardcore TV #21
nt-95	how long was the race in the all-africa games (distance)?	203-189.csv	10,000 m
nt-96	how many towns have a population higher than 1000?	203-568.csv	9
nt-97	which rifle has the longest barrel?	204-343.csv	Rifle 1889
nt-98	how many received a gold or silver medal in cycling?	203-4.csv	6
nt-99	how many elections had at least a 0.2 percentage of constituency votes?	203-698.csv	9
nt-100	what is the least number of concerts given in a season	203-288.csv	9
nt-101	name the countries with the least amount if silver medals?	203-314.csv	Belgium|Hungary|Netherlands|Spain|Czechoslovakia|Italy|Denmark
nt-102	other than ulm, what is the name of the other imperial city listed?	203-190.csv	Überlingen
nt-103	at the women's 200 meter individual medley sm10 event at the 2012 summer paralympics, how long did it take aurelie rivard to finish?	204-422.csv	2:37.70
nt-104	which composer produced his title after 2001?	204-969.csv	Pete Doherty
nt-105	what is the total of conservatives	204-223.csv	94
nt-106	other than parry, name an athlete from wales.	204-575.csv	Darren Jones
nt-107	which player ranked the most?	204-952.csv	Nicky English
nt-108	what are the number of times model 25 is listed on this chart?	203-136.csv	8
nt-109	how many total points did russia win in this competition?	204-809.csv	119
nt-110	what style was the chateau de brissac rebuilt in after it was damaged during the french wars of religion?	204-806.csv	baroque style
nt-111	how long after fairfield was no. 1 built?	204-476.csv	33 years
nt-112	what is the first airbase listed on the chart?	204-102.csv	Abu al-Duhur Military Airbase
nt-113	which university has the least in endowment?	203-592.csv	Brown University
nt-114	name one county that only received 1,935 votes total.	204-956.csv	Hidalgo
nt-115	who was the next ranked competitor after dior delophont and ligia grozav?	204-741.csv	Iryna Herashchenko
nt-116	what is the difference in runners-up from coleraine academical institution and royal school dungannon?	203-362.csv	20
nt-117	what year was the first to reach 1,000 or more live births?	203-668.csv	1985
nt-118	what is the first party listed on this chart?	204-223.csv	Conservatives
nt-119	how many defensive (df) players are there on the national team?	203-121.csv	4
nt-120	which opponent has the most wins	204-836.csv	Bahrain
nt-121	what property comes before tensile elongation?	204-229.csv	Tensile Modulus
nt-122	the team's record in 2011 was the same was it's record in what year	204-32.csv	2009
nt-123	which district has the greatest total number of electorates?	204-255.csv	Tikamgarh
nt-124	how many times has germany won bronze?	203-554.csv	2
nt-125	list two pylons that are at most, 80 m in height.	203-375.csv	Mittersill goods aerial tramway|Singapore cable car
nt-126	what two teams only have two titles?	203-502.csv	Western Michigan|North Dakota
nt-127	what is the name of the first club on this chart?	203-145.csv	UE Lleida
nt-128	in 2008 in track and field events who broke more world records, usain bolt or haile gebrselassie?	203-102.csv	Usain Bolt
nt-129	which election was the first to reach over 40% of the popular vote?	203-558.csv	2003
nt-130	why type of genre was peter maxwell davies' work that was the same as emil petrovics'	204-969.csv	ballet
nt-131	what week had the most attendance?	203-691.csv	15
nt-132	what is the difference (in years) between when the royal blue began and the year the crusader began?	204-336.csv	47
nt-133	what are the number of years maine has participated?	203-502.csv	1
nt-134	what is the last iec world plugs type in the list?	204-794.csv	N
nt-135	what is the least number of meters habte jifar has run?	203-189.csv	5,000 m
nt-136	how many times, total, was the result "won"	204-948.csv	24
nt-137	what country had the least gdp growth from 2007-2011?	203-296.csv	Zimbabwe
nt-138	in which country did thierry tulasne win his last singles title?	203-60.csv	Switzerland
nt-139	what was the last event held?	204-413.csv	Men's 25 m rapid fire pistol
nt-140	what was the first award he was nominated for?	203-643.csv	Black Reel Awards
nt-141	what is the number of games the senators have played?	203-517.csv	18
nt-142	what was the first team that toronto lost to?	204-557.csv	Toronto 228th Battalion
nt-143	who is taller, the delegate from jalapa or from villa nueva?	204-20.csv	Villa Nueva
nt-144	what was the best position achieved at the olympic games after the 1996 atlanta games?	203-646.csv	11th
nt-145	how many academy awards have been won posthumously?	203-17.csv	16
nt-146	number of goals manchester united scored against preston north end in the season	204-467.csv	3
nt-147	how many times does "friendly" appear in the competition column?	204-346.csv	5
nt-148	who received the least amount of votes?	204-786.csv	Karen Olsson
nt-149	which locomotive was built after 1915?	203-223.csv	No.774
nt-150	funningsfjørður and fuglafjørður are located on the same island as...?	203-568.csv	Funningur
nt-151	which province in andalusia has the largest population?	203-3.csv	Seville
nt-152	what is the next highest hard drive available after the 30gb model?	204-451.csv	64GB SSD
nt-153	the total number of helipads at hama military airport?	204-102.csv	10
nt-154	what are the only species with 99% sequence identity?	204-358.csv	Pan troglodytes|Nomascus leucogenys
nt-155	what was the month and year when the rutgers-eagleton poll first showed 50 percent in favor of same-sex marriage in new jersey?	203-43.csv	November 2009
nt-156	how many times did the home team have a score of only one against the away team?	204-475.csv	4
nt-157	other than lake ercek, name a lake in van.	204-341.csv	Lake Van
nt-158	which mountain peak has a prominence more than 10,000 ft?	204-25.csv	Mount Whitney
nt-159	how many mines were in temagami?	204-944.csv	10
nt-160	how many gold medals did this country win during these olympics?	204-884.csv	10
nt-161	what peter widen's is the highest finish in all indoor championships?	204-445.csv	5th
nt-162	how many audio versions are less than five minutes long?	204-804.csv	3
nt-163	who was the top scorer after sukhrob nematov?	204-357.csv	Vokhid Shodiev
nt-164	how many articles were published in the 6th volume?	204-843.csv	3,108
nt-165	what is the total number of awards the lion king has won?	204-592.csv	15
nt-166	how long did it take this competitor to finish the 4x400 meter relay at universiade in 2005?	204-622.csv	3:02.57
nt-167	which is the oldest locomotive?	204-816.csv	BL26
nt-168	what year did the album "jezebel" on blockshok records release?	204-928.csv	1995
nt-169	which schools have the largest number of shared titles?	203-362.csv	Royal Belfast Academical Institution|Campbell College
nt-170	what name comes next fairfield?	204-476.csv	Waverley
nt-171	how many games were only won by 20 points or less?	204-157.csv	2
nt-172	what was her peak ranking in the us for the single "it wasn't god who made honky tonk angles"?	204-500.csv	27
nt-173	when was bobbie phillips first role in tv?	202-178.csv	1991
nt-174	give the total number of riders listed.	204-162.csv	26
nt-175	which one is the last on the chart	204-679.csv	Sam Snead
nt-176	how long was the marathon for camilla benjaminsson?	204-31.csv	1:20:00
nt-177	which is the most recent source for the name?	202-250.csv	Clavijo
nt-178	which province is the top consumer of wine?	204-533.csv	Yukon
nt-179	which chords does not have a sharp or flat note?	203-324.csv	G7
nt-180	how long did ian armstrong serve?	202-76.csv	26 years
nt-181	habte jifar is a marathon runner representing his home country of ____?	203-189.csv	Ethiopia
nt-182	how many games did the senators play in january?	203-517.csv	10
nt-183	what material has the top or best thermal conductivity based on the information in the table?	203-385.csv	Diamond
nt-184	which month had more games played, january or december?	204-967.csv	January
nt-185	how many total towns on the list are in montgomery county?	204-299.csv	3
nt-186	what is the total number of fdrcs that the ppopp has been a part of?	204-916.csv	3
nt-187	what is the name of the first jockey on this chart?	204-330.csv	Tom Kiley
nt-188	what was the first non volume game released in 2004?	203-583.csv	Gunbird Special Edition / Gunbird 1&2
nt-189	what is the top place listed on the chart?	204-550.csv	Brisbane, Australia
nt-190	who became commissioner after george p. larrick?	203-559.csv	James Lee Goddard, M.D.
nt-191	how many airlines have a steady ranking?	203-515.csv	4
nt-192	how many top scorers do not appear twice?	204-357.csv	4
nt-193	in 2007, what is the largest number of consecutive games won by the nebraska football team?	204-294.csv	2
nt-194	in terms of gross what movie is above toy story 3?	203-174.csv	Pirates of the Caribbean: At World's End
nt-195	which three artists had a single at number 1 for at least 7 weeks on the australian singles charts in 1977?	203-197.csv	Julie Covington|Pussyfoot|Andy Gibb
nt-196	in what year did the fiba south america under-17 championship for women first begin?	204-360.csv	1976
nt-197	which movies were number 1 for at least two consecutive weeks?	204-7.csv	Frozen|Cásese Quien Pueda|300: Rise of an Empire
nt-198	where was the only site that both team ever tied the game in?	203-209.csv	Columbia
nt-199	how many players with an assist did not play the position of mf or fw?	204-575.csv	2
nt-200	what is the number of symbol zn?	204-39.csv	30
nt-201	which two counties have the larger populations when combined - park and missoula or judith basin and madison?	204-572.csv	Park and Missoula
nt-202	what is the last city/town/village listed in the table?	204-841.csv	Sanuki
nt-203	which candidate got the least votes in the entire districts?	204-226.csv	Nezir Jaupaj (PKSH) (2.63 %)
nt-204	how many teams had at least 15 wins?	203-145.csv	8
nt-205	what is the difference in tom power's number and jon wood's number?	204-89.csv	5
nt-206	what car achieved the highest qual?	203-339.csv	40
nt-207	what was the first computer to use a decimal numeral system?	204-577.csv	Harvard Mark I - IBM ASCC
nt-208	which secretary of state came after jack pkckersgill?	201-27.csv	Roch Pinard
nt-209	which album did she produce before good rain?	204-529.csv	Pixiedust
nt-210	how many athletes are not ranked?	204-713.csv	21
nt-211	how far did they make it in the fa cup after 2009?	204-179.csv	Round of 16
nt-212	how many consecutive songs were by the album leaf?	203-357.csv	6
nt-213	what team scored the least opposition strength?	204-837.csv	Amplistan
nt-214	which party finished last in the election?	202-231.csv	Sweden Democrats
nt-215	in their first 20 games, which team did the tigers play the most?	203-536.csv	CHW
nt-216	which track is at the top of the us chart?	203-830.csv	"You're Gettin' to Me Again"
nt-217	which castle is considered second fortress of anjou, after angers?	204-806.csv	Château de Pouancé
nt-218	the team placed 1st in 1992/93. how did they place the previous year?	204-35.csv	18th
nt-219	what award was won previously just before the medaglia pontificia anno xiii was awarded?	203-769.csv	Indira Gandhi Peace Prize for Disarmament and Development
nt-220	who was the only person that scheider lost against?	200-31.csv	Myron Greenberg
nt-221	which driver and co-driver finished at 3:59 but with 8 points?	203-399.csv	Dani Sordo|Marc Marti
nt-222	what was the name of the ship that was built after the jule in this yard?	204-781.csv	United States lightship LV-72
nt-223	when was the benetton b198 chassis used?	202-294.csv	1998
nt-224	which institution has the most undergraduate enrollment?	203-592.csv	Cornell University
nt-225	other than chimaltenango's contestant, which region also had a 19-year-old contestant?	204-20.csv	Ciudad Capital
nt-226	what date was the first game played?	203-517.csv	December 21
nt-227	when was the last super chinese game released?	203-55.csv	1999
nt-228	is the rf for wivm-ld 39 or 29?	204-793.csv	39
nt-229	who held the position longer, t.v sivaraopantulu or l. suryalingam?	204-593.csv	T.V. SivaraoPantulu
nt-230	which players came in a place before lukas bauer?	204-81.csv	Iivo Niskanen|Daniel Richardsson|Johan Olsson|Dario Cologna
nt-231	what year did monaco ratify more international human rights treaties than they did in 1979?	203-109.csv	1993
nt-232	how many consecutive games did dejan damjanovic score a goal in during the 2013 season?	204-375.csv	3
nt-233	what is the number of democratic victories?	203-95.csv	20
nt-234	where was the match held immediately before 2014's at guizhou olympic stadium?	204-770.csv	Tianhe Stadium, Guangzhou
nt-235	what is the first club listed in the chart?	204-985.csv	WIT Georgia
nt-236	which jockey is before tm jones	204-561.csv	Willie Robinson
nt-237	how many songs did ishaan dev create for the movies kai thunindavan and thaazhvaarakaatu?	204-546.csv	5
nt-238	did jim osborne win any titles at least once on a grass court?	204-335.csv	yes
nt-239	what year had a total of 2 titles released?	203-836.csv	2010
nt-240	what is the only building in canada to have more than 60 floors?	203-777.csv	First Canadian Place
nt-241	what year has no place indicated?	203-231.csv	1982/83
nt-242	which locomotive weighs the least?	204-850.csv	Re 4/4
nt-243	what is the average score of all home team members for all dates?	203-24.csv	1.75
nt-244	how many of the listed senators were at least 90 years old when they died?	204-145.csv	5
nt-245	what role did mischa barton play in the movie "octane"?	200-1.csv	Natasha 'Nat' Wilson
nt-246	what nation leads the medal count?	203-724.csv	Russia
nt-247	how long has neha been acting?	203-157.csv	7 years
nt-248	what is the number of games played against vietnam?	204-913.csv	1
nt-249	how many games were attended by at least 60,000 people?	204-443.csv	6
nt-250	what is the number of points scored on 6 february 1922?	204-267.csv	1
nt-251	what is the total number of gold medals awarded?	204-785.csv	33
nt-252	how many tournaments did sergio garcia win on the 2002 pga tour?	203-531.csv	1
nt-253	how many of the contestants were students?	203-446.csv	3
nt-254	we will rock you and we are the champions where played at which venue?	203-855.csv	RTÉ Studios
nt-255	which year had the largest agricultural volume?	204-666.csv	2010/11
nt-256	what is the total number of wins for macau?	203-14.csv	6
nt-257	what title appears before "the self-preservation society"?	203-570.csv	Herogasm
nt-258	how many spanish champions have there been?	204-351.csv	3
nt-259	what was the first song that this producer helped write?	204-927.csv	"Cheat on you"
nt-260	which illustrator was responsible for the last award winner?	203-788.csv	Helen Oxenbury
nt-261	what episode had the most viewers?	204-449.csv	"Episode Ten"
nt-262	does december or january have more snow days?	201-3.csv	January
nt-263	what is the average number of points scored by opponents in the five games lost this season?	204-227.csv	29.2
nt-264	what is the number of buildings under 200 ft?	203-837.csv	1
nt-265	what was the finishing place of the team before the 2007-2008?	204-186.csv	3rd
nt-266	which are they only two names that have spain as their country of origin?	203-573.csv	García|Rodríguez
nt-267	total number of players whose home town was in north carolina (nc)	204-526.csv	7
nt-268	what was the first playstation 3 release date?	204-587.csv	28 February 2012
nt-269	which team did the rangers play first in november of 1992 in the uefa champions league?	204-691.csv	Leeds United
nt-270	is the united stated or scotland better?	204-396.csv	United States
nt-271	in what year was the lake compounce carousel moved to its present home?	203-806.csv	1911
nt-272	what was the first mercedez to win world green car?	203-838.csv	Mercedes-Benz E320 Bluetec
nt-273	which model has a thrust of at least 12,000 kg?	203-823.csv	AL-31
nt-274	what is the total number of seasons?	204-532.csv	10
nt-275	what is the most wins?	204-314.csv	14
nt-276	how many films were directed by sridhar after the year 1961?	203-204.csv	48
nt-277	how many matches were held in the netherlands?	204-53.csv	10
nt-278	how many people were born in 1976?	204-935.csv	2
nt-279	what were the total number of license plates that featured the black embossed numbers on it?	203-379.csv	11
nt-280	how many rebounds were there by all miami heat players?	203-532.csv	34
nt-281	how many ships were launched in the year 1944?	203-313.csv	9
nt-282	the drawwith the larges total	203-430.csv	6
nt-283	how long has internacional de madrid cf been playing in the 3ª division?	203-783.csv	3
nt-284	how many total medals has the united states won in women's figure skating?	203-104.csv	16
nt-285	who was the next rider after tetsuya harada?	203-35.csv	Jean-Philippe Ruggia
nt-286	are the most trains operational or do they have another status listed?	203-717.csv	Operational
nt-287	tell me the number of gold medals the dominican republic won.	204-785.csv	1
nt-288	greek revival and peony plantings are most commonly associated with what house in canton?	204-831.csv	John and Eliza Barr Patterson House
nt-289	opponent for highest attended home game	204-207.csv	New York Jets
nt-290	which hispanic population had the greatest growth from 2000 to 2005?	204-990.csv	White
nt-291	how many number were in service in 1910?	204-882.csv	8
nt-292	what is the total number of gold medals won by jamaica?	204-595.csv	4
nt-293	the green bay packers after miami dolphins chose which player?	203-229.csv	John Mack
nt-294	what is difference in points between c.d. aguila and chalatenango?	203-67.csv	14
nt-295	how many division 1 teams were founded before 1950?	204-959.csv	5
nt-296	what tournament is at the top?	204-202.csv	World Championships
nt-297	jones won best actress in a play in 2005. which other award did she win that year?	203-146.csv	Outstanding Actress in a Play
nt-298	what number countries received gold medals?	204-761.csv	12
nt-299	was the next game after august 31 home or away?	204-495.csv	Away
nt-300	what number of mainlands have populations under 100,000?	203-401.csv	9
nt-301	what is the number of the player from slovakia?	204-140.csv	115
nt-302	how many riders used a motorcycle manufactured by honda?	203-166.csv	6
nt-303	what is the total number of games that started at 7:00?	204-459.csv	8
nt-304	how many towers does château d'angers have?	204-806.csv	17
nt-305	which was the first country to sell weapons to iraq?	203-587.csv	Czechoslovakia
nt-306	did chicago win more or less than cal-berkeley?	204-879.csv	More
nt-307	how many songs were on the mtv taiwan top 20 chart?	202-54.csv	3
nt-308	how many historic sites are listed in coldwater?	204-423.csv	15
nt-309	which event did he place in first?	203-677.csv	European U23 Championships
nt-310	how many players named jeff were drafted?	203-149.csv	2
nt-311	what year was the earliest bull-dog drummond published?	203-394.csv	1920
nt-312	true or false. the television show "the two ronnies" featured more than 10 episodes in a season.	203-461.csv	false
nt-313	who is the previous qualifier over anna pau?	204-741.csv	Leontia Kallenou
nt-314	what is the number of awards that arisan won in 2004?	203-818.csv	3
nt-315	are there at least 2 nationalities on the chart?	204-482.csv	yes
nt-316	which track has the same producer as the track "say something"?	203-687.csv	"Hot Thing"
nt-317	did february 2012 or july 2006 have more total votes?	203-43.csv	February 2012
nt-318	how long were employees of nynex on strike?	203-759.csv	17 weeks
nt-319	how many canadians listed were born in scotland?	204-665.csv	3
nt-320	which tournament has the largest total win record?	204-153.csv	Wimbledon
nt-321	tell me the number of racers from the uk.	204-378.csv	3
nt-322	how many votes did deodar receive?	204-683.csv	76265
nt-323	in what consecutive years did kevin grimes, unc serve as a defender?	203-682.csv	1988-1989
nt-324	when was the first year of rugby of the terrapins?	204-442.csv	1968
nt-325	who is the only player who had their number retired by the nhl for all teams?	203-754.csv	Wayne Gretzky
nt-326	at least of 50% of the population is protestant, starting at which age range?	203-770.csv	60 to 64
nt-327	how many players come from alabama?	204-534.csv	2
nt-328	how many horses finished the rase?	204-330.csv	8
nt-329	which skiier placed above anna jochemsen, bu below mariya papulova	204-745.csv	Katja Saarinen
nt-330	which area has the least number of residents?	204-600.csv	Ince Blundell
nt-331	other than frank gleiber, who else did play-by-play for cbs in 1965?	203-773.csv	Chuck Thompson
nt-332	how many stars have a magnitude greater than zero?	203-56.csv	14
nt-333	what country won more gold medals than any other?	204-595.csv	United States
nt-334	did the hydro power increase or decrease from 2010 to 2012?	204-762.csv	increase
nt-335	which teams have more wins that werder bremen?	203-309.csv	Borussia Dortmund|Bayern Munich
nt-336	which site was listed earlier, the state public school or the edwin r. clarke library?	204-423.csv	Edwin R. Clarke Library
nt-337	which woods has the same acreage as hardwick wood?	204-124.csv	Ten Wood
nt-338	what was the next number to be retired after february 6, 2000?	203-754.csv	35
nt-339	debuted for great britain (rl) in 1999 then for ireland (ru) in 2007	204-387.csv	Brian Carney
nt-340	how many circuits have at least 2,000 screens?	203-752.csv	4
nt-341	how many players play the position of point guard?	203-418.csv	3
nt-342	what is the name of the first presenter on this chart?	203-287.csv	Samantha Smith
nt-343	which competition was in tokyo, japan but came in 2nd position?	203-215.csv	Asian Championships
nt-344	aside from 316, what was the other works number used in 1883?	204-30.csv	317
nt-345	who is ranked previous to don cherry?	204-665.csv	Sir John A. Macdonald
nt-346	how many players hit more than 600 runs in their career?	203-611.csv	8
nt-347	did he win more at the australian open or indian wells?	203-827.csv	Australian Open
nt-348	which team did lau nim yat play for after he was transferred?	204-968.csv	Biu Chun Rangers
nt-349	which mountain peak is no higher than 13,149 ft?	204-25.csv	Mount Ritter
nt-350	how many pylons are in austria?	203-375.csv	3
nt-351	compared to the oval, holm park holds more or less attendees at capacity?	203-420.csv	less
nt-352	what is each interval name with a size (cents) greater than 500?	203-445.csv	perfect fifth|septendecimal tritone|septimal tritone|tridecimal tritone|11th harmonic|(15:11) augmented fourth
nt-353	between bjorn ferry, simon elder and erik lesser - who had the most penalties?	204-664.csv	Erik Lesser
nt-354	was the attendance more or less in the saturday, april 13th game compared to the saturday, may 11th	204-123.csv	Less
nt-355	taylor kelly is shorter than 6' 3", which other player is also shorter than 6' 3"?	204-105.csv	Steven Shepp
nt-356	how many games attendance was under 1000?	204-146.csv	6
nt-357	what is the number of times player outcome was runner-up?	203-220.csv	4
nt-358	who was the first bishop of iceland whose father was also a bishop of iceland?	203-875.csv	Pétur Sigurgeirsson (son of Sigurgeir Sigurðsson, 8th Bishop of Iceland)
nt-359	how many different languages are listed?	204-64.csv	3
nt-360	what was the total number of swiss athletes competing in the cross-country skiing at the 2014 winter olympics men's 15 kilometre classical?	204-81.csv	3
nt-361	what was the outcome after the october 8 game in phoenix?	204-553.csv	Runner-up
nt-362	next to rasgas, what plant has the largest capacity?	204-789.csv	Nigeria LNG
nt-363	which athlete has the most total?	204-296.csv	Silvia Sperber (FRG)
nt-364	which winner won more tournaments, jeff maggert or tiger woods?	204-85.csv	Tiger Woods
nt-365	which elected successor took office the earliest?	203-93.csv	Henry E. Prickett
nt-366	which network aired more shows about characters with hiv than cbs?	203-293.csv	NBC|ABC
nt-367	how many total row entries are there?	203-364.csv	21
nt-368	what was the last year that yelena slesarenko had a 1st place finish at the world indoor championships?	203-300.csv	2006
nt-369	which country has the most teams on the list?	204-864.csv	France
nt-370	in what year did the track, "wide open road" come out?	203-426.csv	1986
nt-371	what is the date of the first episode?	204-494.csv	22 October 1976
nt-372	on what date did ken hill achieve his win?	203-240.csv	August 7
nt-373	tell me the number of shows that only have one host per day.	204-839.csv	7
nt-374	how many times does bruce springsteen perform?	204-333.csv	2
nt-375	what is the name of the last album released by natalia lesz?	204-365.csv	That Girl
nt-376	how many races was she above the top 10?	204-450.csv	12
nt-377	how many times did bekele record a 10,000 metre year's best in brussels?	204-576.csv	3
nt-378	who weighs more, dexter fields or ovie soko?	204-534.csv	Ovie Soko
nt-379	which is the last dance on the chart	204-711.csv	Showdance
nt-380	do chipper adams and justin beyendeza have more than 3 wins?	203-667.csv	no
nt-381	who performed the number 1 single of 1995?	203-249.csv	Robson Green & Jerome Flynn
nt-382	which sport had the least silver medalists?	204-103.csv	Boxing
nt-383	what is the diameter of the smallest bell?	203-283.csv	793
nt-384	what is the first club listed for the 2010-11 season?	204-542.csv	Motherwell
nt-385	was the result of the game on the 2nd the same as the game on the 23rd?	204-941.csv	no
nt-386	which diver is listed before ninel krutova?	203-780.csv	Paula Jean Myers-Pope (USA)
nt-387	what was the first number one song of 2014?	204-333.csv	"Timber"
nt-388	what is the number of u.s. courthouse and post offices now used as free library according to the dates of use in the table?	204-749.csv	1
nt-389	which cooking method (term) is not below 212 degrees f?	204-493.csv	Over cooked (trop cuit, carbonisé")'
nt-390	how long did elisabeth irwin live?	203-449.csv	62 years
nt-391	which album was the least acclaimed but did reach the billboard 200?	203-77.csv	i
nt-392	how many draft picks were between frank tripucka and dale armstrong?	203-735.csv	10
