average population (x 1000)#live births#deaths#natural change#crude birth rate (per 1000)#crude death rate (per 1000)#natural change (per 1000)#total fertility rate
4 946#63 316#49 063#14 253#12.8#9.9#2.9#1.70
4 964#63 348#49 110#14 238#12.8#9.9#2.9#1.71
4 986#65 549#50 028#15 521#13.1#10.0#3.1#1.79
5 014#65 680#49 271#16 409#13.1#9.8#3.3#1.80
5 042#66 877#49 523#17 354#13.3#9.8#3.4#1.85
5 066#64 826#50 988#13 838#12.8#10.1#2.7#1.81
5 088#65 231#48 000#17 231#12.8#9.4#3.4#1.85
5 108#63 067#49 280#13 787#12.3#9.6#2.7#1.81
5 125#60 723#49 167#11 556#11.8#9.6#2.3#1.76
5 140#59 329#49 108#10 221#11.5#9.6#2.0#1.75
5 153#57 108#49 283#7 825#11.1#9.6#1.5#1.71
5 165#57 574#49 345#8 229#11.1#9.6#1.6#1.73
5 176#56 742#49 339#7 403#11.0#9.5#1.4#1.73
5 188#56 189#48 550#7 639#10.8#9.4#1.5#1.73
5 201#55 555#49 418#6 137#10.7#9.5#1.2#1.72
5 213#56 630#48 996#7 634#10.9#9.4#1.5#1.76
5 228#57 758#47 600#10 158#11.0#9.1#1.9#1.80
5 246#57 745#47 928#9 817#11.0#9.1#1.9#1.80
5 266#58 840#48 065#10 775#11.2#9.1#2.0#1.84
5 289#58 729#49 077#9 652#11.1#9.3#1.8#1.83
5 313#59 530#49 094#10 436#11.2#9.2#2.0#1.85
5 339#60 430#49 883#10 547#11.3#9.3#2.0#1.86
5 375#60 980#50 887#10 103#11.4#9.5#1.9#1.87
5 403#59 961#50 585#9 376#11.1#9.4#1.7#1.83
5 426#59 493#51 707#7 786#10.9#9.5#1.4#1.80
