year#men 's singles#women 's singles#men 's doubles#women 's doubles#mixed doubles
1955#robert baldin#no competition#tilbert haberfeld edwin lenzlinger#no competition#no competition
1956#robert baldin#d. hegar#tilbert haberfeld edwin lenzlinger#no competition#tilbert haberfeld d. hegar
1957#jean mermod#r. eschenmoser#jean mermod robert baldin#no competition#erwin oeler gertrud oeler
1958#jean mermod#r. eschenmoser#jean mermod robert baldin#no competition#erwin oeler vreni schkölzinger
1959#jean mermod#l. füller#jean mermod robert baldin#no competition#c. böhler r. eschenmoser
1960#francis colomb#s. böhler#jean mermod robert baldin#no competition#c. böhler s. böhler
1961#francis colomb#l. füller#francis colomb heinz honegger#no competition#tilbert haberfeld s. conzett
1962#heinz honegger#m. poffet#jürg honegger heinz honegger#no competition#h. p. conzett d. hörnlimann
1963#jürg honegger#l. füller#jürg honegger heinz honegger#no competition#e. schneider e. häner
1964#heinz honegger#hedi müller#jürg honegger heinz honegger#s. grob l. füller#e. schneider e. häner
1975#edy andrey#liselotte blumer#edy andrey hubert riedo#liselotte blumer mireille drapel#edy andrey liselotte blumer
1976#edy andrey#liselotte blumer#claude heiniger roland heiniger#liselotte blumer mireille drapel#edy andrey liselotte blumer
1977#edy andrey#liselotte blumer#claude heiniger roland heiniger#liselotte blumer mireille drapel#edy andrey liselotte blumer
1978#edy andrey#liselotte blumer#claude heiniger roland heiniger#liselotte blumer mireille drapel#edy andrey liselotte blumer
1979#claude heiniger#liselotte blumer#claude heiniger roland heiniger#liselotte blumer patricia kaul#edy andrey liselotte blumer
1980#claude heiniger#liselotte blumer#claude heiniger roland heiniger#liselotte blumer mireille drapel#dieter blumer liselotte blumer
1981#paolo di paoli#liselotte blumer#claude heiniger roland heiniger#liselotte blumer mireille drapel#dieter blumer liselotte blumer
1982#pascal kaul#liselotte blumer#laurent kuhnert paolo di paoli#liselotte blumer mireille drapel#dieter blumer liselotte blumer
1983#pascal kaul#liselotte blumer#pierre duboux pascal kaul#liselotte blumer mireille drapel#dieter blumer liselotte blumer
1984#pierre duboux#liselotte blumer#michael althaus thomas althaus#liselotte blumer rita lutz#dieter blumer liselotte blumer
1985#pascal kaul#liselotte blumer#michael althaus thomas althaus#liselotte blumer patricia werner#michael althaus iris kaufmann
1986#thomas althaus#liselotte blumer#hubert müller werner riesen#liselotte blumer rita lutz#hubert müller nicole zahno
1987#thomas althaus#liselotte blumer#yvan philip pascal kaul#liselotte blumer patricia werner#daniel hanggi liselotte blumer
1988#thomas althaus#bettina villars#yvan philip stephen dietrich#maja baumgartner bettina gfeller#thomas althaus bettina villars
1989#thomas althaus#bettina villars#laurent jaquenoud jorge rodríguez#liselotte blumer iria gerstenkorn#thomas althaus bettina villars
1990#thomas wapp#bettina villars#hubert müller christian nyffenegger#silvia albrecht sarah horing#thomas althaus bettina villars
1991#no competition#no competition#no competition#no competition#no competition
1992#christian nyffenegger#bettina villars#remy matthey de l'etang thomas wapp#silvia albrecht bettina gfeller#thomas althaus bettina villars
1993#thomas wapp#silvia albrecht#remy matthey de l'etang thomas wapp#liselotte blumer silvia albrecht#lawrence chew si hock santi wibowo
1994#thomas wapp#liselotte blumer#lawrence chew si hock jorge rodríguez#yvonne naef santi wibowo#lawrence chew si hock santi wibowo
1995#thomas wapp#bettina villars#christian nyffenegger thomas wapp#silvia albrecht santi wibowo#robert de kock santi wibowo
1996#thomas wapp#silvia albrecht#thomas wapp lawrence chew si hock#silvia albrecht santi wibowo#jorge rodríguez silvia albrecht
1997#thomas wapp#santi wibowo#thomas wapp stephan wapp#fabienne baumeyer shefali rolf#stephan wapp santi wibowo
1998#thomas wapp#santi wibowo#thomas wapp stephan wapp#santi wibowo judith baumeyer#morten bundgaard - hansen silvia albrecht
1999#thomas wapp#santi wibowo#morten bundgaard remy matthey de l'etang#santi wibowo judith baumeyer#morten bundgaard santi wibowo
2000#thomas wapp#santi wibowo#morten bundgaard remy matthey de l'etang#fabienne baumeyer corinne jörg#pascal bircher fabienne baumeyer
2001#thomas wapp#judith baumeyer#pascal bircher remy matthey de l'etang#judith baumeyer santi wibowo#pascal bircher santi wibowo
2002#paolo von scala#santi wibowo#elias wieland pascal bircher#santi wibowo judith baumeyer#pascal bircher fabienne baumeyer
2003#christian unternährer#jeanine cicognini#pascal bircher philipp kurz#fabienne baumeyer judith baumeyer#santi wibowo paolo von scala
2004#olivier andrey#jeanine cicognini#roman trepp jon lindholm#corinne jörg jeanine cicognini#pascal bircher fabienne baumeyer
2005#olivier andrey#corinne jörg#christian bösiger michael andrey#corinne jörg anke fritschi#markus hegar anke fritschi
2006#olivier andrey#jeanine cicognini#christian bösiger michael andrey#jeanine cicognini ornella dumartheray#anthony dumartheray sabrina jaquet
2007#christian bösiger#jeanine cicognini#michael andrey christian bösiger#corinne jörg sabrina jaquet#anthony dumartheray sabrina jaquet
2008#olivier andrey#monika fischer#roman kunz simon enkerli#corinne jörg sabrina jaquet#anthony dumartheray sabrina jaquet
2009#christian bösiger#jeanine cicognini#christian bösiger anthony dumartheray#corinne jörg sabrina jaquet#anthony dumartheray sabrina jaquet
2010#olivier andrey#jeanine cicognini#christian bösiger anthony dumartheray#corinne jörg sabrina jaquet#anthony dumartheray sabrina jaquet
2011#christian bösiger#jeanine cicognini#christian bösiger anthony dumartheray#sabrina jaquet ornella dumartheray#anthony dumartheray sabrina jaquet
