alpina model#bmw donor model#alpina engine#power#torque#production
b10 bi - turbo#e34 535i#b7 / 5#kw (ps; bhp) 6000#n·m (ft·lbf) 4000#1989–1994
b10 3 , 0 allrad#e34 525ix#e3 / 1#kw (ps; bhp) 5800#n·m (ft·lbf) 4200#1993–1996
b10 4 , 0#e34 540i#f1#kw (ps; bhp) 5800#n·m (ft·lbf) 4600#1993–1996
b10 4 , 6#e34 540i#f2#kw (ps; bhp) 5700#n·m (ft·lbf) 3900#1994–1996
b10 3 , 2#e39 528i#e4 / 3#kw (ps; bhp) 5900#n·m (ft·lbf) 4300#1997–1998
b10 3 , 3#e39 528i#e4 / 5#kw (ps; bhp) 6200#n·m (ft·lbf) 4500#1999–2003
b10 v8#e39 540i#f3#kw (ps; bhp) 5700#n·m (ft·lbf) 3900#1997–1998
b10 v8#e39 540i#f4#kw (ps; bhp) 5700#n·m (ft·lbf) 3700#1998–2002
b10 v8 s#e39 540i#f5#kw (ps; bhp) 5800#n·m (ft·lbf) 3800#2002–2004
b5#e60 / e61 545i#h1#kw (ps; bhp) 5500#n·m (ft·lbf) 4250#2005–2007
b5 s#e60 / e61 550i#h2#kw (ps; bhp) 5500#n·m (ft·lbf) 4750#2007–2010
b7 turbo coupé#e24 630csi#b7#kw (ps; bhp) 6000#n·m (ft·lbf) 2500#1978–1982
b7 s turbo coupé#e24 635csi#b7 s#kw (ps; bhp) 5800#n·m (ft·lbf) 3000#1982 - 1982
b9 3 , 5 coupé#e24 635csi#b9#kw (ps; bhp) 5700#n·m (ft·lbf) 4000#1982 - 1982
b9 3 , 5 coupé / 1#e24 635csi#b9 / 1#kw (ps; bhp) 5700#n·m (ft·lbf) 4000#1982–1985
b7 turbo coupé / 1#e24 635csi#b7 / 2#kw (ps; bhp) 5700#n·m (ft·lbf) 2400#1984–1987
b10 3 , 5 coupé#e24 635csi#b10#kw (ps; bhp) 6000#n·m (ft·lbf) 4000#1985–1987
b7 turbo coupé / 1#e24 635csi#b7 / 3#kw (ps; bhp) 5700#n·m (ft·lbf) 2400#1986–1988
b6#e63 / e64 650i#h1#kw (ps; bhp) 5500#n·m (ft·lbf) 4250#2006–2008
b11 3 , 5#e32 735i#b11#kw (ps; bhp) 5700#n·m (ft·lbf) 4000#1987 - 1987
b11 3 , 5#e32 735i#b11 / 1#kw (ps; bhp) 5700#n·m (ft·lbf) 4500#1987 - 1987
b11 3 , 5#e32 735i#b11 / 3#kw (ps; bhp) 6000#n·m (ft·lbf) 4000#1987–1993
b11 4 , 0#e32 740i#f1#kw (ps; bhp) 5800#n·m (ft·lbf) 4600#1993–1994
b12 5 , 0#e32 750i#d1#kw (ps; bhp) 5300#n·m (ft·lbf) 4000#1988–1994
b12 5 , 7 e - kat#e38 750i#d3#kw (ps; bhp) 5200#n·m (ft·lbf) 4100#1995–1998
b12 6 , 0 e - kat#e38 750i#d3 / 2#kw (ps; bhp) 5400#n·m (ft·lbf) 4200#1999–2001
b7#e65 / e66 745i#h1#kw (ps; bhp) 5500#n·m (ft·lbf) 4250#2003–2008
b12 5 , 0 coupé#e31 850i / 850ci#d1 / 1#kw (ps; bhp) 5300#n·m (ft·lbf) 4000#1990–1994
b12 5 , 7 coupé#e31 850csi#d2#kw (ps; bhp) 5400#n·m (ft·lbf) 4000#1992–1996
roadster limited edition#z1#c2 / 6#kw (ps; bhp) 6000#n·m (ft·lbf) 4900#1990–1991
roadster v8 limited edition#e52 z8#f5#kw (ps; bhp) 5800#n·m (ft·lbf) 3800#2002–2003
