season#competition#round#against#played#drew#lost#goals for#goals against
1961 - 62#inter - cities fairs cup#quarter finals#red star belgrade#6#0#2#10#9
1981 - 82#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1982 - 83#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1983 - 84#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1984 - 85#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1985 - 86#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1986 - 87#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1987 - 88#uefa cup#final#bayer leverkusen#12#3#2#17#7
1988 - 89#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1989 - 80#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1990 - 91#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1991 - 92#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1992 - 93#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1993 - 94#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1994 - 95#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1995 - 96#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1996 - 97#uefa cup#last 32#feyenoord#4#1#2#4#5
1997 - 98#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1998 - 99#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1999 - 00#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2000 - 01#uefa cup#last 32#f.c. porto#6#1#3#7#5
2001 - 02#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2002 - 03#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2003 - 04#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2004 - 05#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2005 - 06#uefa cup#last 32#fc schalke 04#8#3#2#8#8
2006 - 07#uefa cup#final#sevilla fc#15#4#0#34#11
2007 - 08#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2008 - 09#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2009 - 10#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
2010 - 11#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
