performer#performances#category#first performance#last performance
adamo didur #933#bass#11 / 14 / 1908#02 / 26 / 1933
loretta di franco #928#soprano#01 / 16 / 1961#04 / 21 / 1995
james morris #928#bass#01 / 07 / 1971#05 / 12 / 2012
norman scott #927#bass#11 / 15 / 1951#06 / 29 / 1968
giovanni martinelli #926#tenor#11 / 18 / 1913#03 / 24 / 1946
giuseppe de luca #926#baritone#11 / 25 / 1915#03 / 24 / 1946
millo picco #921#baritone#04 / 07 / 1919#02 / 19 / 1936
calvin marsh #911#baritone#11 / 11 / 1954#08 / 22 / 1967
andrij dobriansky #905#bass#02 / 11 / 1970#01 / 06 / 1996
marie mattfeld #899#mezzo - soprano#04 / 29 / 1901#03 / 04 / 1927
ezio pinza #879#bass#11 / 01 / 1926#05 / 14 / 1948
anthony laciura #875#tenor#09 / 20 / 1982#04 / 12 / 2008
jerome hines #869#bass#11 / 21 / 1946#01 / 24 / 1987
enrico caruso #863#tenor#11 / 23 / 1903#12 / 24 / 1920
arnold gabor #803#baritone#11 / 09 / 1923#03 / 17 / 1941
richard vernon #796#bass#03 / 20 / 1977#11 / 28 / 2006
nico castel #793#tenor#03 / 30 / 1970#10 / 18 / 1997
robert merrill #789#baritone#12 / 15 / 1945#10 / 22 / 1983
jean kraft #784#mezzo - soprano#02 / 07 / 1970#04 / 05 / 1989
adolph mühlmann #776#baritone#11 / 07 / 1898#05 / 06 / 1910
bernard bégué #773#baritone#11 / 24 / 1902#04 / 27 / 1917
gennaro papi #772#conductor#04 / 29 / 1915#05 / 06 / 1941
henriette wakefield #770#mezzo - soprano#01 / 18 / 1907#03 / 14 / 1935
alfred hertz #768#conductor#11 / 28 / 1902#06 / 04 / 1915
carlotta ordassy #761#soprano#01 / 22 / 1957#06 / 11 / 1977
minnie egener #752#soprano#12 / 24 / 1903#12 / 15 / 1932
lucine amara #748#soprano#11 / 06 / 1950#01 / 07 / 1991
robert schmorr #747#tenor#07 / 30 / 1965#01 / 12 / 1978
richard tucker #738#tenor#01 / 25 / 1945#12 / 03 / 1974
pompilio malatesta #736#bass#11 / 25 / 1915#02 / 20 / 1939
louise homer #734#mezzo - soprano#11 / 14 / 1900#11 / 28 / 1929
shirley love #731#mezzo - soprano#11 / 30 / 1963#01 / 27 / 1984
fernando corena #723#bass#02 / 06 / 1954#12 / 30 / 1978
nicola moscona #719#bass#12 / 13 / 1937#12 / 09 / 1961
max altglass #714#tenor#11 / 06 / 1924#02 / 19 / 1940
lawrence davidson #713#bass#11 / 15 / 1947#02 / 08 / 1966
eugène dufriche #703#baritone#11 / 29 / 1893#04 / 28 / 1908
rosalind elias #686#mezzo - soprano#02 / 23 / 1954#11 / 01 / 1996
tullio serafin #683#conductor#11 / 03 / 1924#04 / 12 / 1934
frank guarrera #680#baritone#12 / 14 / 1948#05 / 08 / 1976
édouard de reszke #679#bass#11 / 09 / 1891#04 / 27 / 1903
geraldine farrar #672#soprano#11 / 26 / 1906#04 / 22 / 1922
gerhard pechner #661#bass#11 / 27 / 1941#12 / 10 / 1966
leonard warren #657#baritone#11 / 27 / 1938#03 / 04 / 1960
lucrezia bori #654#soprano#06 / 09 / 1910#04 / 02 / 1936
plácido domingo #653#tenor#08 / 09 / 1966#01 / 30 / 2012
sherrill milnes #653#baritone#12 / 22 / 1965#03 / 22 / 1997
mignon dunn #653#mezzo - soprano#10 / 29 / 1958#01 / 27 / 1994
tony stevenson #652#tenor#04 / 05 / 1992#05 / 12 / 2012
julien robbins #652#bass#10 / 29 / 1979#03 / 08 / 2006
cornell macneil #642#baritone#03 / 21 / 1959#12 / 05 / 1987
pasquale amato #633#baritone#11 / 20 / 1908#02 / 26 / 1933
lenora sparkes #623#soprano#11 / 16 / 1908#04 / 18 / 1926
otto goritz #620#baritone#12 / 24 / 1903#04 / 07 / 1917
pol plançon #612#bass#11 / 29 / 1893#04 / 27 / 1908
lawrence tibbett #603#baritone#11 / 24 / 1923#03 / 24 / 1950
james mccracken #597#tenor#11 / 21 / 1953#06 / 17 / 1986
margaret roggero #595#mezzo - soprano#11 / 11 / 1950#04 / 08 / 1963
morley meredith #593#baritone#01 / 03 / 1962#04 / 18 / 1992
james wolfe #592#bass#11 / 07 / 1923#12 / 23 / 1939
marion telva #567#mezzo - soprano#12 / 31 / 1920#02 / 26 / 1933
maxine stellman #565#soprano#05 / 22 / 1936#04 / 08 / 1950
lucielle browning #558#mezzo - soprano#05 / 15 / 1936#05 / 11 / 1951
mario sereni #553#baritone#11 / 09 / 1957#11 / 10 / 1984
norman cordon #551#bass#05 / 13 / 1936#05 / 18 / 1946
julius bayer #549#tenor#12 / 24 / 1903#04 / 21 / 1917
jane shaulis #549#mezzo - soprano#09 / 28 / 1991#05 / 11 / 2012
richard best #545#bass#04 / 02 / 1969#06 / 07 / 1978
giuseppe bonfiglio #535#dancer#03 / 12 / 1908#03 / 31 / 1935
louis hasselmans #534#conductor#01 / 20 / 1922#04 / 04 / 1936
giulio rossi #532#bass#11 / 16 / 1908#04 / 12 / 1919
luigi mancinelli #531#conductor#11 / 27 / 1893#04 / 14 / 1903
giorgio tozzi #528#bass#03 / 09 / 1955#05 / 21 / 1975
ezio flagello #528#bass#11 / 09 / 1957#12 / 17 / 1984
john brownlee #526#baritone#02 / 17 / 1937#03 / 14 / 1957
betsy norden #523#soprano#01 / 27 / 1972#01 / 10 / 1992
lauritz melchior #519#tenor#02 / 17 / 1926#02 / 02 / 1950
roberta peters #514#soprano#11 / 17 / 1950#04 / 25 / 1985
beniamino gigli #510#tenor#11 / 26 / 1920#02 / 08 / 1939
peter sliker #509#bass#11 / 29 / 1961#12 / 16 / 1989
john darrenkamp #506#baritone#09 / 24 / 1979#04 / 21 / 1995
isola jones #505#mezzo - soprano#10 / 15 / 1977#02 / 23 / 1991
wendy white #505#mezzo - soprano#04 / 09 / 1978#12 / 17 / 2011
jacques bars #502#tenor#11 / 18 / 1896#04 / 26 / 1907
rosina galli #496#dancer#11 / 19 / 1914#01 / 30 / 1930
giuseppe campanari #496#baritone#11 / 30 / 1894#04 / 13 / 1912
johanna gadski #493#soprano#12 / 11 / 1898#04 / 28 / 1917
cesare siepi #491#bass#11 / 06 / 1950#04 / 19 / 1973
vincenzo bellezza #487#conductor#03 / 17 / 1918#03 / 29 / 1935
erich leinsdorf #483#conductor#01 / 21 / 1938#03 / 05 / 1983
robert blass #481#bass#11 / 13 / 1900#04 / 21 / 1922
arturo toscanini #480#conductor#11 / 16 / 1908#04 / 14 / 1915
roberto moranzoni #480#conductor#11 / 12 / 1917#05 / 03 / 1924
andrés de segurola #480#bass#10 / 10 / 1901#04 / 08 / 1920
kathleen howard #477#mezzo - soprano#11 / 14 / 1916#04 / 12 / 1928
anton seidl #473#conductor#11 / 25 / 1885#04 / 20 / 1897
dwayne croft #468#baritone#04 / 18 / 1990#05 / 12 / 2012
marcella sembrich #466#soprano#10 / 24 / 1883#02 / 06 / 1909
ariel bybee #466#mezzo - soprano#10 / 31 / 1977#06 / 30 / 1995
marcia baldwin #463#mezzo - soprano#10 / 17 / 1963#02 / 24 / 1977
wilfrid pelletier #462#conductor#02 / 19 / 1922#05 / 15 / 1950
emery darcy #460#tenor#12 / 06 / 1940#05 / 23 / 1953
lodovico oliviero #457#tenor#05 / 11 / 1936#02 / 23 / 1948
wilfred engelman #457#baritone#05 / 11 / 1936#04 / 16 / 1943
friedrich schorr #455#baritone#02 / 14 / 1924#03 / 02 / 1943
frank valentino #454#baritone#12 / 09 / 1940#04 / 10 / 1961
eduardo valdes #450#tenor#02 / 07 / 1994#02 / 04 / 2012
armand tokatyan #449#tenor#11 / 19 / 1922#03 / 07 / 1946
zinka milanov #449#soprano#12 / 17 / 1937#04 / 16 / 1966
rita fornia #449#soprano , mezzo - soprano#12 / 06 / 1907#04 / 07 / 1922
emanuel list #448#bass#12 / 27 / 1933#04 / 01 / 1950
edmond karlsrud #447#bass#01 / 17 / 1969#06 / 17 / 1977
edward ghazal #447#bass#03 / 25 / 1959#04 / 28 / 1990
william gustafson #445#bass#11 / 23 / 1920#01 / 02 / 1931
irra petina #443#mezzo - soprano#12 / 29 / 1933#03 / 24 / 1950
emma eames #440#soprano#11 / 09 / 1891#02 / 15 / 1909
paul de paola #439#bass#12 / 26 / 1960#11 / 23 / 1993
philip booth #439#bass#11 / 01 / 1970#12 / 21 / 1995
max bloch #435#tenor#11 / 20 / 1914#04 / 15 / 1930
roberto vanni #428#tenor#11 / 21 / 1894#04 / 27 / 1903
licia albanese #428#soprano#02 / 09 / 1940#07 / 12 / 1966
eleanor steber #427#soprano#12 / 07 / 1940#04 / 16 / 1966
bella alten #426#soprano#11 / 30 / 1904#04 / 21 / 1914
linda gelinas #426#dancer#12 / 03 / 1981#01 / 28 / 2010
giuseppe danise #425#baritone#11 / 17 / 1920#01 / 16 / 1932
ina bourskaya #423#mezzo - soprano#03 / 02 / 1923#04 / 10 / 1937
john baker #423#baritone#03 / 14 / 1943#03 / 02 / 1951
charles kullman #421#tenor#12 / 19 / 1935#12 / 03 / 1960
salvatore baccaloni #415#bass#12 / 03 / 1940#08 / 08 / 1965
clarence whitehill #414#baritone#11 / 15 / 1909#04 / 09 / 1932
bonaldo giaiotti #414#bass#10 / 24 / 1960#11 / 17 / 1989
philine falco #414#soprano#11 / 04 / 1927#04 / 19 / 1935
gustav schützendorf #413#baritone#11 / 17 / 1922#04 / 19 / 1935
marcel journet #412#bass#11 / 09 / 1900#02 / 05 / 1908
karin branzell #412#mezzo - soprano#02 / 06 / 1924#03 / 12 / 1951
enrico bevignani #412#conductor#11 / 29 / 1893#04 / 25 / 1900
rosa ponselle #411#soprano#11 / 15 / 1918#04 / 17 / 1937
jeffrey wells #409#bass#09 / 26 / 1988#05 / 12 / 2012
josé mardones #409#bass#11 / 12 / 1917#05 / 06 / 1926
lodovico viviani #407#bass#11 / 16 / 1891#03 / 02 / 1905
helen vanni #402#mezzo - soprano#11 / 09 / 1956#03 / 26 / 1973
nello santi #401#conductor#01 / 25 / 1962#07 / 01 / 2000
martha lipton #401#mezzo - soprano#11 / 27 / 1944#01 / 07 / 1961
editha fleischer #400#soprano#11 / 06 / 1926#03 / 21 / 1936
justino díaz #400#bass#03 / 29 / 1963#11 / 04 / 1994
theodor uppman #398#baritone#11 / 27 / 1953#04 / 08 / 1978
lillian nordica #394#soprano#12 / 18 / 1891#12 / 22 / 1909
andreas dippel #394#tenor#11 / 26 / 1890#04 / 13 / 1908
teresa stratas #385#soprano#03 / 20 / 1959#12 / 09 / 1995
george meader #385#tenor#11 / 19 / 1921#04 / 12 / 1935
patricia heyes #384#dancer#03 / 07 / 1962#03 / 13 / 1981
dorothea flexer #384#mezzo - soprano#03 / 05 / 1926#03 / 21 / 1936
carl schlegel #383#baritone#11 / 19 / 1913#04 / 09 / 1926
elisabeth rethberg #381#soprano#11 / 22 / 1922#03 / 06 / 1942
jane bunnell #381#mezzo - soprano#04 / 08 / 1979#05 / 05 / 2009
margaret matzenauer #380#mezzo - soprano#11 / 13 / 1911#02 / 12 / 1930
john alexander #379#tenor#12 / 19 / 1961#10 / 05 / 1987
luciano pavarotti #378#tenor#11 / 23 / 1968#03 / 13 / 2004
lou marcella #375#tenor#11 / 02 / 1958#10 / 05 / 1982
margaret harshaw #376#mezzo - soprano , soprano#03 / 15 / 1942#03 / 10 / 1964
john cheek #373#bass#06 / 06 / 1977#05 / 12 / 2012
emil fischer #371#bass#11 / 23 / 1885#03 / 15 / 1907
jean madeira #369#mezzo - soprano#12 / 02 / 1948#02 / 27 / 1971
franco corelli #369#tenor#01 / 27 / 1961#06 / 28 / 1975
frances alda #369#soprano#12 / 07 / 1908#12 / 28 / 1929
nicolai gedda #367#tenor#11 / 01 / 1957#11 / 11 / 1983
william walker #364#baritone#03 / 23 / 1962#06 / 10 / 1978
alfio tedesco #363#tenor#11 / 02 / 1926#03 / 28 / 1935
helen olheim #360#mezzo - soprano#12 / 19 / 1935#03 / 08 / 1944
frederick jagel #359#tenor#11 / 08 / 1927#03 / 16 / 1950
blanche thebom #357#mezzo - soprano#11 / 28 / 1944#03 / 06 / 1967
florence easton #354#soprano#12 / 07 / 1917#03 / 15 / 1936
grace anthony #354#soprano#11 / 16 / 1921#05 / 07 / 1927
naomi marritt #353#dancer#11 / 01 / 1963#01 / 02 / 1992
kurt baum #353#tenor#11 / 27 / 1941#04 / 16 / 1966
leon varkas #350#dancer#11 / 25 / 1941#05 / 13 / 1950
kerstin thorborg #350#mezzo - soprano#12 / 21 / 1936#02 / 08 / 1950
risë stevens #350#mezzo - soprano#11 / 22 / 1938#04 / 12 / 1961
basil ruysdael #350#bass#11 / 18 / 1910#04 / 26 / 1918
ludwig burgstaller #347#tenor#02 / 19 / 1909#04 / 29 / 1951
queena mario #345#soprano#11 / 30 / 1922#12 / 26 / 1938
maria jeritza #345#soprano#11 / 19 / 1921#02 / 22 / 1951
olive fremstad #345#soprano#11 / 25 / 1903#04 / 23 / 1914
doris doe #345#mezzo - soprano#02 / 03 / 1932#02 / 03 / 1947
thomas schippers #341#conductor#12 / 23 / 1955#11 / 03 / 1975
kurt adler #341#conductor#03 / 26 / 1944#07 / 09 / 1972
hao jiang tian #340#bass#10 / 10 / 1991#01 / 28 / 2010
philip cokorinos #340#bass#04 / 14 / 1985#03 / 25 / 2010
emmy destinn #339#soprano#11 / 16 / 1908#12 / 27 / 1920
jean de reszke #339#tenor#11 / 09 / 1891#04 / 29 / 1901
flora perini #338#mezzo - soprano#12 / 02 / 1915#04 / 20 / 1924
mildred miller #338#mezzo - soprano#11 / 17 / 1951#12 / 03 / 1974
jan peerce #337#tenor#11 / 29 / 1941#06 / 22 / 1968
juan pons #337#baritone#01 / 04 / 1983#10 / 24 / 2007
antonio rinaldini #336#tenor#11 / 13 / 1891#04 / 24 / 1896
glenn bater #335#bass#01 / 25 / 1973#05 / 09 / 2006
dorothee manski #334#soprano#11 / 05 / 1927#02 / 23 / 1941
thomas hayward #334#tenor#11 / 23 / 1945#03 / 29 / 1957
hertha glaz #334#mezzo - soprano#12 / 25 / 1942#05 / 26 / 1956
ara berberian #334#bass#04 / 21 / 1979#01 / 23 / 1997
john gurney #331#bass#04 / 12 / 1935#05 / 04 / 1945
marek windheim #329#tenor#11 / 01 / 1928#04 / 10 / 1936
regina resnik #326#soprano , mezzo - soprano#12 / 06 / 1944#10 / 22 / 1983
leroy lehr #326#bass#01 / 14 / 1993#05 / 15 / 2010
walter damrosch #324#conductor#02 / 11 / 1885#05 / 12 / 1937
carlo bergonzi #324#tenor#11 / 13 / 1956#04 / 27 / 1996
marie van cauteren #321#soprano#10 / 10 / 1894#04 / 27 / 1903
giorgio polacco #320#conductor#11 / 11 / 1912#04 / 27 / 1917
charlotte ryan #318#soprano#11 / 23 / 1922#03 / 25 / 1932
mario laurenti #318#baritone#01 / 06 / 1916#02 / 20 / 1922
fritz stiedry #316#conductor#11 / 15 / 1946#04 / 08 / 1958
donald mahler #316#dancer#02 / 16 / 1962#01 / 12 / 1980
phradie wells #315#soprano#11 / 07 / 1923#04 / 19 / 1935
raymonde delaunois #315#mezzo - soprano#11 / 28 / 1914#04 / 18 / 1926
samuel ramey #315#bass#04 / 09 / 1972#01 / 29 / 2011
renata scotto #314#soprano#10 / 13 / 1965#01 / 17 / 1987
mary ellen pracht #314#soprano#11 / 24 / 1961#02 / 19 / 1977
john garris #312#tenor#02 / 27 / 1942#04 / 19 / 1949
monna montes #309#dancer#12 / 24 / 1936#04 / 04 / 1945
marco armiliato #309#conductor#06 / 16 / 1998#03 / 03 / 2012
giacomo lauri - volpi #307#tenor#01 / 26 / 1923#03 / 14 / 1933
alfredo gandolfi #307#baritone#10 / 28 / 1929#03 / 20 / 1936
anton van rooy #305#baritone#12 / 14 / 1898#04 / 16 / 1908
antonio de vaschetti #305#bass#11 / 16 / 1891#04 / 20 / 1897
renato capecchi #305#baritone#11 / 24 / 1951#06 / 25 / 1994
ettore panizza #304#conductor#12 / 22 / 1934#04 / 11 / 1942
laurel hurley #304#soprano#02 / 08 / 1955#07 / 04 / 1967
linda mays #303#soprano#02 / 16 / 1974#04 / 10 / 2009
raymond michalski #301#bass#12 / 29 / 1965#04 / 26 / 1976
lily pons #300#soprano#01 / 03 / 1931#12 / 14 / 1960
rita de leporte #300#dancer#04 / 11 / 1923#04 / 09 / 1935
frederica von stade #300#mezzo - soprano#01 / 10 / 1970#03 / 14 / 2010
leonie rysanek #299#soprano#02 / 05 / 1959#01 / 02 / 1996
thelma altman #299#mezzo - soprano#11 / 22 / 1943#05 / 15 / 1950
howard sayette #297#dancer#02 / 24 / 1961#06 / 07 / 1972
arturo vigna #297#conductor#11 / 23 / 1903#04 / 27 / 1907
anna kaskas #297#mezzo - soprano#05 / 13 / 1936#04 / 26 / 1946
michael best #297#tenor#11 / 16 / 1979#12 / 06 / 1995
ronald naldi #295#tenor#04 / 18 / 1983#04 / 23 / 2011
josephine jacoby #294#mezzo - soprano#10 / 15 / 1899#04 / 29 / 1908
john hanriot #294#tenor#11 / 09 / 1977#11 / 23 / 2001
lili chookasian #291#contralto#03 / 09 / 1962#05 / 17 / 1986
ellen dalossy #289#soprano#12 / 10 / 1920#03 / 20 / 1935
ivan allen #288#dancer#11 / 18 / 1964#01 / 12 / 1978
maria zifchak #288#mezzo - soprano#04 / 05 / 1998#05 / 02 / 2012
sándor kónya #287#tenor#10 / 28 / 1961#12 / 12 / 1974
heidi krall #286#soprano#12 / 12 / 1953#05 / 27 / 1966
dorothy kirsten #285#soprano#12 / 01 / 1945#02 / 10 / 1979
dawn upshaw #284#soprano#10 / 11 / 1984#02 / 13 / 2005
judith blegen #284#soprano#01 / 19 / 1970#02 / 21 / 1991
nedda casei #283#mezzo - soprano#10 / 14 / 1964#10 / 20 / 1984
leslie chabay #282#tenor#11 / 13 / 1946#05 / 11 / 1951
riccardo martin #281#tenor#11 / 20 / 1907#11 / 29 / 1917
alberto erede #281#conductor#11 / 11 / 1950#03 / 24 / 1975
michael forest #281#tenor#09 / 27 / 1989#01 / 08 / 2011
jon vickers #280#tenor#01 / 17 / 1960#04 / 18 / 1987
louis quilico #279#baritone#02 / 10 / 1972#11 / 19 / 1994
alma jean smith #277#soprano#03 / 24 / 1974#04 / 18 / 1980
james atherton #277#tenor#10 / 17 / 1977#09 / 27 / 1985
vernon hartman #277#baritone#10 / 21 / 1982#05 / 01 / 1997
diane elias #277#mezzo - soprano#04 / 27 / 1996#02 / 22 / 2007
mathew polenzani #276#tenor#12 / 19 / 1977#05 / 02 / 2012
antonio pini - corsi #275#bass#10 / 11 / 1899#04 / 22 / 1914
walter cassel #275#baritone#12 / 06 / 1942#02 / 14 / 1974
patrick carfizzi #275#bass - baritone#12 / 24 / 1999#03 / 13 / 2010
tatiana troyanos #274#mezzo - soprano#03 / 08 / 1976#05 / 01 / 1993
robert leonhardt #274#baritone#12 / 26 / 1913#11 / 13 / 1922
harry jones #274#dancer#04 / 16 / 1958#06 / 05 / 1973
irene dalis #274#mezzo - soprano#03 / 16 / 1957#05 / 25 / 1976
rudolf laubenthal #273#tenor#11 / 09 / 1923#03 / 04 / 1933
allan monk #272#baritone#03 / 27 / 1976#03 / 15 / 1986
anselmo colzani #272#baritone#04 / 07 / 1960#02 / 16 / 1978
mario basiola #272#baritone#11 / 11 / 1925#04 / 27 / 1932
suzanne laurence #271#dancer#03 / 20 / 1969#12 / 31 / 2000
renata tebaldi #269#soprano#01 / 31 / 1955#01 / 08 / 1973
julius rudel #268#conductor#10 / 07 / 1978#06 / 24 / 2005
james conlon #268#conductor#12 / 11 / 1976#11 / 17 / 2009
raymond gibbs #267#tenor#02 / 11 / 1970#01 / 10 / 1981
florence rudolph #266#dancer#02 / 06 / 1919#05 / 05 / 1926
gladys swarthout #265#mezzo - soprano#10 / 29 / 1929#03 / 24 / 1951
giuseppe bamboschek #265#conductor#04 / 14 / 1918#02 / 26 / 1933
george london #264#baritone#11 / 13 / 1951#03 / 10 / 1966
philip creech #264#tenor#09 / 26 / 1979#11 / 22 / 1997
rod macwherter #262#tenor#10 / 17 / 1968#06 / 23 / 1973
lilli lehmann #262#soprano#11 / 25 / 1885#04 / 21 / 1899
irene jessner #261#soprano#12 / 21 / 1936#02 / 01 / 1952
thomas hammons #261#bass - baritone#12 / 13 / 1996#03 / 22 / 2008
emma calvé #261#soprano#11 / 29 / 1893#04 / 24 / 1904
karl böhm #261#conductor#10 / 31 / 1957#10 / 28 / 1978
paul althouse #261#tenor#11 / 23 / 1912#02 / 18 / 1940
kirsten flagstad #260#soprano#02 / 02 / 1935#04 / 01 / 1952
gabriella tucci #259#soprano#10 / 29 / 1960#12 / 25 / 1972
barry morell #259#tenor#11 / 01 / 1958#02 / 19 / 1979
diane kesling #259#mezzo - soprano#04 / 05 / 1981#01 / 19 / 1991
italo tajo #254#bass#12 / 28 / 1948#04 / 20 / 1991
joseph rosenstock #254#conductor#10 / 30 / 1929#02 / 13 / 1969
michael arshansky #254#dancer#11 / 25 / 1941#05 / 03 / 1945
marilyn horne #252#mezzo - soprano#03 / 03 / 1970#02 / 10 / 1996
cesare sodero #251#conductor#11 / 28 / 1942#05 / 17 / 1947
george shirley #251#tenor#10 / 30 / 1929#02 / 13 / 1969
thomas salignac #251#tenor#12 / 11 / 1896#04 / 27 / 1903
ruthanna boris #250#dancer#12 / 16 / 1935#04 / 24 / 1943
nadine conner #249#soprano#12 / 22 / 1941#03 / 12 / 1960
roald reitan #249#baritone#03 / 20 / 1959#05 / 22 / 1963
dinh gilly #248#baritone#11 / 16 / 1909#05 / 02 / 1914
marie sundelius #248#soprano#11 / 25 / 1916#03 / 11 / 1928
pearl besuner #247#soprano#12 / 01 / 1928#01 / 23 / 1941
karl laufkötter #245#tenor#12 / 23 / 1936#05 / 11 / 1950
william mellow #245#tenor#09 / 22 / 1966#03 / 03 / 1993
antoinette peloso #245#dancer#09 / 25 / 1970#04 / 28 / 2001
eugenia mantelli #244#mezzo soprano#11 / 23 / 1894#11 / 27 / 1902
sofia scalchi #244#mezzo soprano#10 / 22 / 1883#04 / 24 / 1896
mark baker #243#tenor#04 / 20 / 1986#06 / 24 / 2005
sophie braslau #242#mezzo soprano#11 / 27 / 1913#04 / 03 / 1920
mary fercana #240#soprano#12 / 01 / 1959#07 / 05 / 1997
